Observation station,Year,Month,Day,Time [Local time],Average temperature [°C],Snow depth [cm]
Siilinjärvi Kuopio airport,2016,1,9,02:00,-17.1,3
Siilinjärvi Kuopio airport,2016,1,10,02:00,-20.4,3
Siilinjärvi Kuopio airport,2016,1,11,02:00,-17.6,3
Siilinjärvi Kuopio airport,2016,1,12,02:00,-11.8,2
Siilinjärvi Kuopio airport,2016,1,13,02:00,-11.3,2
Siilinjärvi Kuopio airport,2016,1,14,02:00,-11.6,7
Siilinjärvi Kuopio airport,2016,1,15,02:00,-22.6,8
Siilinjärvi Kuopio airport,2016,1,16,02:00,-26.3,9
Siilinjärvi Kuopio airport,2016,1,17,02:00,-25.6,10
Siilinjärvi Kuopio airport,2016,1,18,02:00,-28.9,10
Siilinjärvi Kuopio airport,2016,1,19,02:00,-28.1,10
Siilinjärvi Kuopio airport,2016,1,20,02:00,-27.1,10
Siilinjärvi Kuopio airport,2016,1,21,02:00,-26.9,11
Siilinjärvi Kuopio airport,2016,1,22,02:00,-23.5,11
Siilinjärvi Kuopio airport,2016,1,23,02:00,-8.5,11
Siilinjärvi Kuopio airport,2016,1,24,02:00,-5.2,11
Siilinjärvi Kuopio airport,2016,1,25,02:00,-5.3,14
Siilinjärvi Kuopio airport,2016,1,26,02:00,-2.8,15
Siilinjärvi Kuopio airport,2016,1,27,02:00,0.3,17
Siilinjärvi Kuopio airport,2016,1,28,02:00,0.1,17
Siilinjärvi Kuopio airport,2016,1,29,02:00,-2.7,24
Siilinjärvi Kuopio airport,2016,1,30,02:00,1.6,27
Siilinjärvi Kuopio airport,2016,1,31,02:00,-0.2,25
Siilinjärvi Kuopio airport,2016,2,1,02:00,-3.8,24
Siilinjärvi Kuopio airport,2016,2,2,02:00,-2.2,24
Siilinjärvi Kuopio airport,2016,2,3,02:00,-3.2,26
Siilinjärvi Kuopio airport,2016,2,4,02:00,-4.6,26
Siilinjärvi Kuopio airport,2016,2,5,02:00,-6.9,29
Siilinjärvi Kuopio airport,2016,2,6,02:00,-6,27
Siilinjärvi Kuopio airport,2016,2,7,02:00,1,31
Siilinjärvi Kuopio airport,2016,2,8,02:00,1.3,24
Siilinjärvi Kuopio airport,2016,2,9,02:00,1.3,22
Siilinjärvi Kuopio airport,2016,2,10,02:00,2,18
Siilinjärvi Kuopio airport,2016,2,11,02:00,1.5,16
Siilinjärvi Kuopio airport,2016,2,12,02:00,0.1,16
Siilinjärvi Kuopio airport,2016,2,13,02:00,-0.5,19
Siilinjärvi Kuopio airport,2016,2,14,02:00,-0.1,20
Siilinjärvi Kuopio airport,2016,2,15,02:00,-1.5,25
Siilinjärvi Kuopio airport,2016,2,16,02:00,-5.1,25
Siilinjärvi Kuopio airport,2016,2,17,02:00,-4.4,24
Siilinjärvi Kuopio airport,2016,2,18,02:00,-3.7,23
Siilinjärvi Kuopio airport,2016,2,19,02:00,-0.8,23
Siilinjärvi Kuopio airport,2016,2,20,02:00,-1.1,24
Siilinjärvi Kuopio airport,2016,2,21,02:00,-2,31
Siilinjärvi Kuopio airport,2016,2,22,02:00,-4.7,37
Siilinjärvi Kuopio airport,2016,2,23,02:00,-7.3,35
Siilinjärvi Kuopio airport,2016,2,24,02:00,-2.8,34
Siilinjärvi Kuopio airport,2016,2,25,02:00,-2,34
Siilinjärvi Kuopio airport,2016,2,26,02:00,-5.2,37
Siilinjärvi Kuopio airport,2016,2,27,02:00,-10.7,41
Siilinjärvi Kuopio airport,2016,2,28,02:00,-5.7,41
Siilinjärvi Kuopio airport,2016,2,29,02:00,-7.3,39
Siilinjärvi Kuopio airport,2016,3,1,02:00,-4.5,39
Siilinjärvi Kuopio airport,2016,3,2,02:00,-6.1,38
Siilinjärvi Kuopio airport,2016,3,3,02:00,-9.5,37
Siilinjärvi Kuopio airport,2016,3,4,02:00,-5.1,37
Siilinjärvi Kuopio airport,2016,3,5,02:00,-2.3,35
Siilinjärvi Kuopio airport,2016,3,6,02:00,-0.9,39
Siilinjärvi Kuopio airport,2016,3,7,02:00,-0.3,38
Siilinjärvi Kuopio airport,2016,3,8,02:00,0.5,38
Siilinjärvi Kuopio airport,2016,3,9,02:00,0.2,35
Siilinjärvi Kuopio airport,2016,3,10,02:00,-1.4,33
Siilinjärvi Kuopio airport,2016,3,11,02:00,-1.5,33
Siilinjärvi Kuopio airport,2016,3,12,02:00,-0.4,33
Siilinjärvi Kuopio airport,2016,3,13,02:00,-3.2,33
Siilinjärvi Kuopio airport,2016,3,14,02:00,-0.2,36
Siilinjärvi Kuopio airport,2016,3,15,02:00,1,35
Siilinjärvi Kuopio airport,2016,3,16,02:00,3.5,34
Siilinjärvi Kuopio airport,2016,3,17,02:00,0.4,31
Siilinjärvi Kuopio airport,2016,3,18,02:00,-6.3,30
Siilinjärvi Kuopio airport,2016,3,19,02:00,-7.3,30
Siilinjärvi Kuopio airport,2016,3,20,02:00,-7,30
Siilinjärvi Kuopio airport,2016,3,21,02:00,-7.6,30
Siilinjärvi Kuopio airport,2016,3,22,02:00,-8.3,30
Siilinjärvi Kuopio airport,2016,3,23,02:00,-6,30
Siilinjärvi Kuopio airport,2016,3,24,02:00,-1.6,30
Siilinjärvi Kuopio airport,2016,3,25,02:00,-0.1,30
Siilinjärvi Kuopio airport,2016,3,26,02:00,1.5,30
Siilinjärvi Kuopio airport,2016,3,27,02:00,4.1,28
Siilinjärvi Kuopio airport,2016,3,28,03:00,5.1,26
Siilinjärvi Kuopio airport,2016,3,29,03:00,4.7,22
Siilinjärvi Kuopio airport,2016,3,30,03:00,3.8,21
Siilinjärvi Kuopio airport,2016,3,31,03:00,3,19
Siilinjärvi Kuopio airport,2016,4,1,03:00,1.7,19
Siilinjärvi Kuopio airport,2016,4,2,03:00,1,18
Siilinjärvi Kuopio airport,2016,4,3,03:00,1,17
Siilinjärvi Kuopio airport,2016,4,4,03:00,1,15
Siilinjärvi Kuopio airport,2016,4,5,03:00,2.3,15
Siilinjärvi Kuopio airport,2016,4,6,03:00,2.6,13
Siilinjärvi Kuopio airport,2016,4,7,03:00,5.5,9
Siilinjärvi Kuopio airport,2016,4,8,03:00,4.5,4
Siilinjärvi Kuopio airport,2016,4,9,03:00,4.5,-1
Siilinjärvi Kuopio airport,2016,4,10,03:00,3.5,0
Siilinjärvi Kuopio airport,2016,4,11,03:00,3.5,0
Siilinjärvi Kuopio airport,2016,4,12,03:00,4,-1
Siilinjärvi Kuopio airport,2016,4,13,03:00,2.8,0
Siilinjärvi Kuopio airport,2016,4,14,03:00,0.2,-1
Siilinjärvi Kuopio airport,2016,4,15,03:00,0.6,0
Siilinjärvi Kuopio airport,2016,4,16,03:00,3.6,0
Siilinjärvi Kuopio airport,2016,4,17,03:00,6.4,-1
Siilinjärvi Kuopio airport,2016,4,18,03:00,4.7,-1
Siilinjärvi Kuopio airport,2016,4,19,03:00,3.3,-1
Siilinjärvi Kuopio airport,2016,4,20,03:00,2.3,-1
Siilinjärvi Kuopio airport,2016,4,21,03:00,2.1,-1
Siilinjärvi Kuopio airport,2016,4,22,03:00,1.9,-1
Siilinjärvi Kuopio airport,2016,4,23,03:00,1.3,-1
Siilinjärvi Kuopio airport,2016,4,24,03:00,1.9,-1
Siilinjärvi Kuopio airport,2016,4,25,03:00,3.6,-1
Siilinjärvi Kuopio airport,2016,4,26,03:00,7.1,-1
Siilinjärvi Kuopio airport,2016,4,27,03:00,8.6,-1
Siilinjärvi Kuopio airport,2016,4,28,03:00,8.4,-1
Siilinjärvi Kuopio airport,2016,4,29,03:00,8.4,-1
Siilinjärvi Kuopio airport,2016,4,30,03:00,9.1,-1
Siilinjärvi Kuopio airport,2016,5,1,03:00,8,-1
Siilinjärvi Kuopio airport,2016,5,2,03:00,9.9,-1
Siilinjärvi Kuopio airport,2016,5,3,03:00,10,-1
Siilinjärvi Kuopio airport,2016,5,4,03:00,13.1,-1
Siilinjärvi Kuopio airport,2016,5,5,03:00,13.9,-1
Siilinjärvi Kuopio airport,2016,5,6,03:00,14.7,-1
Siilinjärvi Kuopio airport,2016,5,7,03:00,14.1,-1
Siilinjärvi Kuopio airport,2016,5,8,03:00,16,-1
Siilinjärvi Kuopio airport,2016,5,9,03:00,14,-1
Siilinjärvi Kuopio airport,2016,5,10,03:00,10.2,-1
Siilinjärvi Kuopio airport,2016,5,11,03:00,7.1,-1
Siilinjärvi Kuopio airport,2016,5,12,03:00,9.4,-1
Siilinjärvi Kuopio airport,2016,5,13,03:00,11,-1
Siilinjärvi Kuopio airport,2016,5,14,03:00,12.3,-1
Siilinjärvi Kuopio airport,2016,5,15,03:00,13.6,-1
Siilinjärvi Kuopio airport,2016,5,16,03:00,13,-1
Siilinjärvi Kuopio airport,2016,5,17,03:00,10.6,-1
Siilinjärvi Kuopio airport,2016,5,18,03:00,10.1,-1
Siilinjärvi Kuopio airport,2016,5,19,03:00,12.6,-1
Siilinjärvi Kuopio airport,2016,5,20,03:00,13.3,-1
Siilinjärvi Kuopio airport,2016,5,21,03:00,10.5,-1
Siilinjärvi Kuopio airport,2016,5,22,03:00,12.7,-1
Siilinjärvi Kuopio airport,2016,5,23,03:00,17.2,-1
Siilinjärvi Kuopio airport,2016,5,24,03:00,19.3,-1
Siilinjärvi Kuopio airport,2016,5,25,03:00,17,-1
Siilinjärvi Kuopio airport,2016,5,26,03:00,10.7,-1
Siilinjärvi Kuopio airport,2016,5,27,03:00,9.2,-1
Siilinjärvi Kuopio airport,2016,5,28,03:00,13.2,-1
Siilinjärvi Kuopio airport,2016,5,29,03:00,17.1,-1
Siilinjärvi Kuopio airport,2016,5,30,03:00,19.1,-1
Siilinjärvi Kuopio airport,2016,5,31,03:00,19.1,-1
Siilinjärvi Kuopio airport,2016,6,1,03:00,18.4,-1
Siilinjärvi Kuopio airport,2016,6,2,03:00,19.4,-1
Siilinjärvi Kuopio airport,2016,6,3,03:00,16.1,-1
Siilinjärvi Kuopio airport,2016,6,4,03:00,10,-1
Siilinjärvi Kuopio airport,2016,6,5,03:00,8.3,-1
Siilinjärvi Kuopio airport,2016,6,6,03:00,8.8,-1
Siilinjärvi Kuopio airport,2016,6,7,03:00,13.5,-1
Siilinjärvi Kuopio airport,2016,6,8,03:00,9.8,-1
Siilinjärvi Kuopio airport,2016,6,9,03:00,5.9,-1
Siilinjärvi Kuopio airport,2016,6,10,03:00,6.9,-1
Siilinjärvi Kuopio airport,2016,6,11,03:00,9.1,-1
Siilinjärvi Kuopio airport,2016,6,12,03:00,11,-1
Siilinjärvi Kuopio airport,2016,6,13,03:00,13.2,-1
Siilinjärvi Kuopio airport,2016,6,14,03:00,15.4,-1
Siilinjärvi Kuopio airport,2016,6,15,03:00,16.7,-1
Siilinjärvi Kuopio airport,2016,6,16,03:00,18.3,-1
Siilinjärvi Kuopio airport,2016,6,17,03:00,16,-1
Siilinjärvi Kuopio airport,2016,6,18,03:00,15.6,-1
Siilinjärvi Kuopio airport,2016,6,19,03:00,13.5,-1
Siilinjärvi Kuopio airport,2016,6,20,03:00,14.7,-1
Siilinjärvi Kuopio airport,2016,6,21,03:00,18.6,-1
Siilinjärvi Kuopio airport,2016,6,22,03:00,18,-1
Siilinjärvi Kuopio airport,2016,6,23,03:00,17.5,-1
Siilinjärvi Kuopio airport,2016,6,24,03:00,17.6,-1
Siilinjärvi Kuopio airport,2016,6,25,03:00,19.3,-1
Siilinjärvi Kuopio airport,2016,6,26,03:00,18.5,-1
Siilinjärvi Kuopio airport,2016,6,27,03:00,17.6,-1
Siilinjärvi Kuopio airport,2016,6,28,03:00,15.1,-1
Siilinjärvi Kuopio airport,2016,6,29,03:00,17.1,-1
Siilinjärvi Kuopio airport,2016,6,30,03:00,20.4,-1
Siilinjärvi Kuopio airport,2016,7,1,03:00,19,-1
Siilinjärvi Kuopio airport,2016,7,2,03:00,21.2,-1
Siilinjärvi Kuopio airport,2016,7,3,03:00,19.3,-1
Siilinjärvi Kuopio airport,2016,7,4,03:00,13.1,-1
Siilinjärvi Kuopio airport,2016,7,5,03:00,12.8,-1
Siilinjärvi Kuopio airport,2016,7,6,03:00,13.8,-1
Siilinjärvi Kuopio airport,2016,7,7,03:00,15.8,-1
Siilinjärvi Kuopio airport,2016,7,8,03:00,17.4,-1
Siilinjärvi Kuopio airport,2016,7,9,03:00,15.2,-1
Siilinjärvi Kuopio airport,2016,7,10,03:00,17.2,-1
Siilinjärvi Kuopio airport,2016,7,11,03:00,19.3,-1
Siilinjärvi Kuopio airport,2016,7,12,03:00,17.1,-1
Siilinjärvi Kuopio airport,2016,7,13,03:00,17.9,-1
Siilinjärvi Kuopio airport,2016,7,14,03:00,17.9,-1
Siilinjärvi Kuopio airport,2016,7,15,03:00,18.6,-1
Siilinjärvi Kuopio airport,2016,7,16,03:00,17.9,-1
Siilinjärvi Kuopio airport,2016,7,17,03:00,17.3,-1
Siilinjärvi Kuopio airport,2016,7,18,03:00,17.1,-1
Siilinjärvi Kuopio airport,2016,7,19,03:00,16.6,-1
Siilinjärvi Kuopio airport,2016,7,20,03:00,18,-1
Siilinjärvi Kuopio airport,2016,7,21,03:00,15.1,-1
Siilinjärvi Kuopio airport,2016,7,22,03:00,17.4,-1
Siilinjärvi Kuopio airport,2016,7,23,03:00,17.6,-1
Siilinjärvi Kuopio airport,2016,7,24,03:00,19.2,-1
Siilinjärvi Kuopio airport,2016,7,25,03:00,20.8,-1
Siilinjärvi Kuopio airport,2016,7,26,03:00,22.3,-1
Siilinjärvi Kuopio airport,2016,7,27,03:00,22.4,-1
Siilinjärvi Kuopio airport,2016,7,28,03:00,19.9,-1
Siilinjärvi Kuopio airport,2016,7,29,03:00,19,-1
Siilinjärvi Kuopio airport,2016,7,30,03:00,19.6,-1
Siilinjärvi Kuopio airport,2016,7,31,03:00,18.4,-1
Siilinjärvi Kuopio airport,2016,8,1,03:00,18.5,-1
Siilinjärvi Kuopio airport,2016,8,2,03:00,16.7,-1
Siilinjärvi Kuopio airport,2016,8,3,03:00,16.4,-1
Siilinjärvi Kuopio airport,2016,8,4,03:00,15.8,-1
Siilinjärvi Kuopio airport,2016,8,5,03:00,17.6,-1
Siilinjärvi Kuopio airport,2016,8,6,03:00,17.8,-1
Siilinjärvi Kuopio airport,2016,8,7,03:00,18,-1
Siilinjärvi Kuopio airport,2016,8,8,03:00,18.9,-1
Siilinjärvi Kuopio airport,2016,8,9,03:00,17.6,-1
Siilinjärvi Kuopio airport,2016,8,10,03:00,15.9,-1
Siilinjärvi Kuopio airport,2016,8,11,03:00,13.7,-1
Siilinjärvi Kuopio airport,2016,8,12,03:00,12,-1
Siilinjärvi Kuopio airport,2016,8,13,03:00,13,-1
Siilinjärvi Kuopio airport,2016,8,14,03:00,14.9,-1
Siilinjärvi Kuopio airport,2016,8,15,03:00,16.6,-1
Siilinjärvi Kuopio airport,2016,8,16,03:00,13.7,-1
Siilinjärvi Kuopio airport,2016,8,17,03:00,16.2,-1
Siilinjärvi Kuopio airport,2016,8,18,03:00,15.2,-1
Siilinjärvi Kuopio airport,2016,8,19,03:00,17.6,-1
Siilinjärvi Kuopio airport,2016,8,20,03:00,15.6,-1
Siilinjärvi Kuopio airport,2016,8,21,03:00,17.3,-1
Siilinjärvi Kuopio airport,2016,8,22,03:00,19,-1
Siilinjärvi Kuopio airport,2016,8,23,03:00,16.6,-1
Siilinjärvi Kuopio airport,2016,8,24,03:00,12.3,-1
Siilinjärvi Kuopio airport,2016,8,25,03:00,12.7,-1
Siilinjärvi Kuopio airport,2016,8,26,03:00,14.8,-1
Siilinjärvi Kuopio airport,2016,8,27,03:00,15,-1
Siilinjärvi Kuopio airport,2016,8,28,03:00,9.2,-1
Siilinjärvi Kuopio airport,2016,8,29,03:00,10.7,-1
Siilinjärvi Kuopio airport,2016,8,30,03:00,12,-1
Siilinjärvi Kuopio airport,2016,8,31,03:00,12.7,-1
Siilinjärvi Kuopio airport,2016,9,1,03:00,15.2,-1
Siilinjärvi Kuopio airport,2016,9,2,03:00,13.5,-1
Siilinjärvi Kuopio airport,2016,9,3,03:00,12.7,-1
Siilinjärvi Kuopio airport,2016,9,4,03:00,13.2,-1
Siilinjärvi Kuopio airport,2016,9,5,03:00,11,-1
Siilinjärvi Kuopio airport,2016,9,6,03:00,10.2,-1
Siilinjärvi Kuopio airport,2016,9,7,03:00,14.3,-1
Siilinjärvi Kuopio airport,2016,9,8,03:00,12.1,-1
Siilinjärvi Kuopio airport,2016,9,9,03:00,10.6,-1
Siilinjärvi Kuopio airport,2016,9,10,03:00,11.3,-1
Siilinjärvi Kuopio airport,2016,9,11,03:00,14,-1
Siilinjärvi Kuopio airport,2016,9,12,03:00,12.8,-1
Siilinjärvi Kuopio airport,2016,9,13,03:00,11,-1
Siilinjärvi Kuopio airport,2016,9,14,03:00,9.9,-1
Siilinjärvi Kuopio airport,2016,9,15,03:00,12,-1
Siilinjärvi Kuopio airport,2016,9,16,03:00,9.7,-1
Siilinjärvi Kuopio airport,2016,9,17,03:00,8.8,-1
Siilinjärvi Kuopio airport,2016,9,18,03:00,7.8,-1
Siilinjärvi Kuopio airport,2016,9,19,03:00,9.1,-1
Siilinjärvi Kuopio airport,2016,9,20,03:00,9.7,-1
Siilinjärvi Kuopio airport,2016,9,21,03:00,7.8,-1
Siilinjärvi Kuopio airport,2016,9,22,03:00,8.8,-1
Siilinjärvi Kuopio airport,2016,9,23,03:00,7.8,-1
Siilinjärvi Kuopio airport,2016,9,24,03:00,8.1,-1
Siilinjärvi Kuopio airport,2016,9,25,03:00,9.5,-1
Siilinjärvi Kuopio airport,2016,9,26,03:00,12.4,-1
Siilinjärvi Kuopio airport,2016,9,27,03:00,12.3,-1
Siilinjärvi Kuopio airport,2016,9,28,03:00,11.6,-1
Siilinjärvi Kuopio airport,2016,9,29,03:00,11,-1
Siilinjärvi Kuopio airport,2016,9,30,03:00,10.9,-1
Siilinjärvi Kuopio airport,2016,10,1,03:00,9.7,-1
Siilinjärvi Kuopio airport,2016,10,2,03:00,8.1,-1
Siilinjärvi Kuopio airport,2016,10,3,03:00,5.8,-1
Siilinjärvi Kuopio airport,2016,10,4,03:00,4.7,-1
Siilinjärvi Kuopio airport,2016,10,5,03:00,4.2,-1
Siilinjärvi Kuopio airport,2016,10,6,03:00,3.3,-1
Siilinjärvi Kuopio airport,2016,10,7,03:00,5.2,-1
Siilinjärvi Kuopio airport,2016,10,8,03:00,5.3,-1
Siilinjärvi Kuopio airport,2016,10,9,03:00,5.8,-1
Siilinjärvi Kuopio airport,2016,10,10,03:00,5.5,-1
Siilinjärvi Kuopio airport,2016,10,11,03:00,-0.3,-1
Siilinjärvi Kuopio airport,2016,10,12,03:00,-0.3,-1
Siilinjärvi Kuopio airport,2016,10,13,03:00,3,-1
Siilinjärvi Kuopio airport,2016,10,14,03:00,5,-1
Siilinjärvi Kuopio airport,2016,10,15,03:00,5.1,-1
Siilinjärvi Kuopio airport,2016,10,16,03:00,3.5,-1
Siilinjärvi Kuopio airport,2016,10,17,03:00,4,-1
Siilinjärvi Kuopio airport,2016,10,18,03:00,4.3,-1
Siilinjärvi Kuopio airport,2016,10,19,03:00,3.1,-1
Siilinjärvi Kuopio airport,2016,10,20,03:00,2.3,-1
Siilinjärvi Kuopio airport,2016,10,21,03:00,2.5,-1
Siilinjärvi Kuopio airport,2016,10,22,03:00,2.1,-1
Siilinjärvi Kuopio airport,2016,10,23,03:00,2.7,-1
Siilinjärvi Kuopio airport,2016,10,24,03:00,3.5,-1
Siilinjärvi Kuopio airport,2016,10,25,03:00,0.4,-1
Siilinjärvi Kuopio airport,2016,10,28,03:00,6.7,-1
Siilinjärvi Kuopio airport,2016,10,29,03:00,3.6,-1
Siilinjärvi Kuopio airport,2016,10,30,03:00,1.7,-1
Siilinjärvi Kuopio airport,2016,10,31,02:00,0.3,-1
Siilinjärvi Kuopio airport,2016,11,1,02:00,-0.2,-1
Siilinjärvi Kuopio airport,2016,11,2,02:00,-0.6,-1
Siilinjärvi Kuopio airport,2016,11,3,02:00,-2.3,-1
Siilinjärvi Kuopio airport,2016,11,4,02:00,-4.3,-1
Siilinjärvi Kuopio airport,2016,11,5,02:00,-5.7,-1
Siilinjärvi Kuopio airport,2016,11,6,02:00,-7.5,-1
Siilinjärvi Kuopio airport,2016,11,7,02:00,-9.1,0
Siilinjärvi Kuopio airport,2016,11,8,02:00,-7.3,2
Siilinjärvi Kuopio airport,2016,11,9,02:00,-7,2
Siilinjärvi Kuopio airport,2016,11,10,02:00,-7.5,0
Siilinjärvi Kuopio airport,2016,11,12,02:00,-4.5,8
Siilinjärvi Kuopio airport,2016,11,13,02:00,-5.1,7
Siilinjärvi Kuopio airport,2016,11,14,02:00,-4.9,8
Siilinjärvi Kuopio airport,2016,11,15,02:00,-2.1,8
Siilinjärvi Kuopio airport,2016,11,16,02:00,0,11
Siilinjärvi Kuopio airport,2016,11,17,02:00,0.8,12
Siilinjärvi Kuopio airport,2016,11,18,02:00,1.6,9
Siilinjärvi Kuopio airport,2016,11,19,02:00,3.4,5
Siilinjärvi Kuopio airport,2016,11,20,02:00,1.8,2
Siilinjärvi Kuopio airport,2016,11,21,02:00,3.6,-1
Siilinjärvi Kuopio airport,2016,11,22,02:00,4.6,-1
Siilinjärvi Kuopio airport,2016,11,23,02:00,3.3,-1
Siilinjärvi Kuopio airport,2016,11,24,02:00,2.8,-1
Siilinjärvi Kuopio airport,2016,11,25,02:00,-1.7,4
Siilinjärvi Kuopio airport,2016,11,26,02:00,-2.1,14
Siilinjärvi Kuopio airport,2016,11,27,02:00,-6,16
Siilinjärvi Kuopio airport,2016,11,28,02:00,-9.6,19
Siilinjärvi Kuopio airport,2016,11,29,02:00,-11.2,17
Siilinjärvi Kuopio airport,2016,11,30,02:00,-0.9,21
Siilinjärvi Kuopio airport,2016,12,1,02:00,-2,20
Siilinjärvi Kuopio airport,2016,12,2,02:00,-4.5,20
Siilinjärvi Kuopio airport,2016,12,3,02:00,-9.6,22
Siilinjärvi Kuopio airport,2016,12,4,02:00,-12.7,21
Siilinjärvi Kuopio airport,2016,12,5,02:00,-6.7,28
Siilinjärvi Kuopio airport,2016,12,6,02:00,-16.1,27
Siilinjärvi Kuopio airport,2016,12,7,02:00,-1.2,25
Siilinjärvi Kuopio airport,2016,12,8,02:00,-0.8,26
Siilinjärvi Kuopio airport,2016,12,9,02:00,-2.7,25
Siilinjärvi Kuopio airport,2016,12,10,02:00,-7.5,25
Siilinjärvi Kuopio airport,2016,12,11,02:00,-10.4,24
Siilinjärvi Kuopio airport,2016,12,12,02:00,-9.3,24
Siilinjärvi Kuopio airport,2016,12,13,02:00,-8,24
Siilinjärvi Kuopio airport,2016,12,14,02:00,-6.9,25
Siilinjärvi Kuopio airport,2016,12,15,02:00,-3.6,24
Siilinjärvi Kuopio airport,2016,12,16,02:00,-2.8,23
Siilinjärvi Kuopio airport,2016,12,17,02:00,-1.9,23
Siilinjärvi Kuopio airport,2016,12,18,02:00,-0.9,25
Siilinjärvi Kuopio airport,2016,12,19,02:00,-0.9,25
Siilinjärvi Kuopio airport,2016,12,20,02:00,1,25
Siilinjärvi Kuopio airport,2016,12,21,02:00,0.5,22
Siilinjärvi Kuopio airport,2016,12,22,02:00,2.3,22
Siilinjärvi Kuopio airport,2016,12,23,02:00,1,19
Siilinjärvi Kuopio airport,2016,12,24,02:00,-0.1,19
Siilinjärvi Kuopio airport,2016,12,25,02:00,0.7,19
Siilinjärvi Kuopio airport,2016,12,26,02:00,-0.2,25
Siilinjärvi Kuopio airport,2016,12,27,02:00,-3,30
Siilinjärvi Kuopio airport,2016,12,28,02:00,-5.5,33
Siilinjärvi Kuopio airport,2016,12,29,02:00,-0.4,32
Siilinjärvi Kuopio airport,2016,12,30,02:00,0.8,30
Siilinjärvi Kuopio airport,2016,12,31,02:00,2,26
Siilinjärvi Kuopio airport,2017,1,1,02:00,-1.4,25
Siilinjärvi Kuopio airport,2017,1,2,02:00,-7.7,24
Siilinjärvi Kuopio airport,2017,1,3,02:00,-13.1,22
Siilinjärvi Kuopio airport,2017,1,4,02:00,-19.3,27
Siilinjärvi Kuopio airport,2017,1,5,02:00,-22.4,25
Siilinjärvi Kuopio airport,2017,1,6,02:00,-23.9,23
Siilinjärvi Kuopio airport,2017,1,7,02:00,-7.9,28
Siilinjärvi Kuopio airport,2017,1,8,02:00,-2.3,31
Siilinjärvi Kuopio airport,2017,1,9,02:00,-0.9,31
Siilinjärvi Kuopio airport,2017,1,10,02:00,0.7,31
Siilinjärvi Kuopio airport,2017,1,11,02:00,-1,30
Siilinjärvi Kuopio airport,2017,1,12,02:00,-5,29
Siilinjärvi Kuopio airport,2017,1,13,02:00,-4.3,31
Siilinjärvi Kuopio airport,2017,1,14,02:00,-0.9,39
Siilinjärvi Kuopio airport,2017,1,15,02:00,-5,37
Siilinjärvi Kuopio airport,2017,1,16,02:00,-8.1,37
Siilinjärvi Kuopio airport,2017,1,17,02:00,-6.8,38
Siilinjärvi Kuopio airport,2017,1,18,02:00,-0.8,38
Siilinjärvi Kuopio airport,2017,1,19,02:00,1.5,38
Siilinjärvi Kuopio airport,2017,1,20,02:00,-3.8,36
Siilinjärvi Kuopio airport,2017,1,21,02:00,-5.7,36
Siilinjärvi Kuopio airport,2017,1,22,02:00,-3.5,36
Siilinjärvi Kuopio airport,2017,1,23,02:00,-0.3,36
Siilinjärvi Kuopio airport,2017,1,24,02:00,-12.2,38
Siilinjärvi Kuopio airport,2017,1,25,02:00,-13.1,38
Siilinjärvi Kuopio airport,2017,1,26,02:00,0.7,38
Siilinjärvi Kuopio airport,2017,1,27,02:00,-1.9,38
Siilinjärvi Kuopio airport,2017,1,28,02:00,-2.6,37
Siilinjärvi Kuopio airport,2017,1,29,02:00,-0.7,37
Siilinjärvi Kuopio airport,2017,1,30,02:00,0.8,37
Siilinjärvi Kuopio airport,2017,1,31,02:00,-3.4,38
Siilinjärvi Kuopio airport,2017,2,1,02:00,-6.4,38
Siilinjärvi Kuopio airport,2017,2,2,02:00,-4.9,37
Siilinjärvi Kuopio airport,2017,2,3,02:00,-2.1,38
Siilinjärvi Kuopio airport,2017,2,4,02:00,-2.5,37
Siilinjärvi Kuopio airport,2017,2,5,02:00,-5.8,38
Siilinjärvi Kuopio airport,2017,2,6,02:00,-15.8,39
Siilinjärvi Kuopio airport,2017,2,7,02:00,-18.5,38
Siilinjärvi Kuopio airport,2017,2,8,02:00,-13.5,38
Siilinjärvi Kuopio airport,2017,2,9,02:00,-12.9,38
Siilinjärvi Kuopio airport,2017,2,10,02:00,-12.7,38
Siilinjärvi Kuopio airport,2017,2,11,02:00,-10.7,38
Siilinjärvi Kuopio airport,2017,2,12,02:00,-5.1,38
Siilinjärvi Kuopio airport,2017,2,13,02:00,2.7,39
Siilinjärvi Kuopio airport,2017,2,14,02:00,1.5,36
Siilinjärvi Kuopio airport,2017,2,15,02:00,-4.7,36
Siilinjärvi Kuopio airport,2017,2,16,02:00,-2,36
Siilinjärvi Kuopio airport,2017,2,17,02:00,-0.5,38
Siilinjärvi Kuopio airport,2017,2,18,02:00,-1.9,36
Siilinjärvi Kuopio airport,2017,2,19,02:00,-2.2,37
Siilinjärvi Kuopio airport,2017,2,20,02:00,-5.7,43
Siilinjärvi Kuopio airport,2017,2,21,02:00,-8.2,42
Siilinjärvi Kuopio airport,2017,2,22,02:00,-10.1,42
Siilinjärvi Kuopio airport,2017,2,23,02:00,-6.7,43
Siilinjärvi Kuopio airport,2017,2,24,02:00,-8.3,48
Siilinjärvi Kuopio airport,2017,2,25,02:00,-9.2,51
Siilinjärvi Kuopio airport,2017,2,26,02:00,-8.3,49
Siilinjärvi Kuopio airport,2017,2,27,02:00,-9.6,45
Siilinjärvi Kuopio airport,2017,2,28,02:00,-2.1,53
Siilinjärvi Kuopio airport,2017,3,1,02:00,1.5,54
