Observation station,Year,Month,Day,Time [Local time],Average temperature [°C],Snow depth [cm]
Siilinjärvi Kuopio airport,2007,6,21,03:00,12.1,-1
Siilinjärvi Kuopio airport,2007,6,22,03:00,13.4,-1
Siilinjärvi Kuopio airport,2007,6,23,03:00,15.9,-1
Siilinjärvi Kuopio airport,2007,6,24,03:00,18.2,-1
Siilinjärvi Kuopio airport,2007,6,25,03:00,11.4,-1
Siilinjärvi Kuopio airport,2007,6,26,03:00,10.8,-1
Siilinjärvi Kuopio airport,2007,6,27,03:00,12.7,-1
Siilinjärvi Kuopio airport,2007,6,28,03:00,14.8,-1
Siilinjärvi Kuopio airport,2007,6,29,03:00,13.7,-1
Siilinjärvi Kuopio airport,2007,6,30,03:00,15.9,-1
Siilinjärvi Kuopio airport,2007,7,1,03:00,17.3,-1
Siilinjärvi Kuopio airport,2007,7,2,03:00,17.1,-1
Siilinjärvi Kuopio airport,2007,7,3,03:00,18.8,-1
Siilinjärvi Kuopio airport,2007,7,4,03:00,20.5,-1
Siilinjärvi Kuopio airport,2007,7,5,03:00,17.3,-1
Siilinjärvi Kuopio airport,2007,7,6,03:00,13.7,-1
Siilinjärvi Kuopio airport,2007,7,7,03:00,14.4,-1
Siilinjärvi Kuopio airport,2007,7,8,03:00,14.3,-1
Siilinjärvi Kuopio airport,2007,7,9,03:00,13.6,-1
Siilinjärvi Kuopio airport,2007,7,10,03:00,16.7,-1
Siilinjärvi Kuopio airport,2007,7,11,03:00,19.4,-1
Siilinjärvi Kuopio airport,2007,7,12,03:00,18.7,-1
Siilinjärvi Kuopio airport,2007,7,13,03:00,16.5,-1
Siilinjärvi Kuopio airport,2007,7,14,03:00,16,-1
Siilinjärvi Kuopio airport,2007,7,15,03:00,16,-1
Siilinjärvi Kuopio airport,2007,7,16,03:00,17.2,-1
Siilinjärvi Kuopio airport,2007,7,17,03:00,19.5,-1
Siilinjärvi Kuopio airport,2007,7,18,03:00,17.5,-1
Siilinjärvi Kuopio airport,2007,7,19,03:00,15.2,-1
Siilinjärvi Kuopio airport,2007,7,20,03:00,12.6,-1
Siilinjärvi Kuopio airport,2007,7,21,03:00,14.7,-1
Siilinjärvi Kuopio airport,2007,7,22,03:00,17.2,-1
Siilinjärvi Kuopio airport,2007,7,23,03:00,18.6,-1
Siilinjärvi Kuopio airport,2007,7,24,03:00,15.4,-1
Siilinjärvi Kuopio airport,2007,7,25,03:00,17.7,-1
Siilinjärvi Kuopio airport,2007,7,26,03:00,19.4,-1
Siilinjärvi Kuopio airport,2007,7,27,03:00,19.8,-1
Siilinjärvi Kuopio airport,2007,7,28,03:00,15.6,-1
Siilinjärvi Kuopio airport,2007,7,29,03:00,16.2,-1
Siilinjärvi Kuopio airport,2007,7,30,03:00,16.5,-1
Siilinjärvi Kuopio airport,2007,7,31,03:00,14.4,-1
Siilinjärvi Kuopio airport,2007,8,1,03:00,13.9,-1
Siilinjärvi Kuopio airport,2007,8,2,03:00,16.5,-1
Siilinjärvi Kuopio airport,2007,8,3,03:00,17.2,-1
Siilinjärvi Kuopio airport,2007,8,4,03:00,18.9,-1
Siilinjärvi Kuopio airport,2007,8,5,03:00,19.1,-1
Siilinjärvi Kuopio airport,2007,8,6,03:00,19.9,-1
Siilinjärvi Kuopio airport,2007,8,7,03:00,21.6,-1
Siilinjärvi Kuopio airport,2007,8,8,03:00,22,-1
Siilinjärvi Kuopio airport,2007,8,9,03:00,21.4,-1
Siilinjärvi Kuopio airport,2007,8,10,03:00,19.7,-1
Siilinjärvi Kuopio airport,2007,8,11,03:00,17.1,-1
Siilinjärvi Kuopio airport,2007,8,12,03:00,20.2,-1
Siilinjärvi Kuopio airport,2007,8,13,03:00,22.1,-1
Siilinjärvi Kuopio airport,2007,8,14,03:00,21,-1
Siilinjärvi Kuopio airport,2007,8,15,03:00,19.3,-1
Siilinjärvi Kuopio airport,2007,8,16,03:00,20.2,-1
Siilinjärvi Kuopio airport,2007,8,17,03:00,19.3,-1
Siilinjärvi Kuopio airport,2007,8,18,03:00,15.6,-1
Siilinjärvi Kuopio airport,2007,8,19,03:00,16.6,-1
Siilinjärvi Kuopio airport,2007,8,20,03:00,16,-1
Siilinjärvi Kuopio airport,2007,8,21,03:00,16.6,-1
Siilinjärvi Kuopio airport,2007,8,22,03:00,17.9,-1
Siilinjärvi Kuopio airport,2007,8,23,03:00,18,-1
Siilinjärvi Kuopio airport,2007,8,24,03:00,17.4,-1
Siilinjärvi Kuopio airport,2007,8,25,03:00,14,-1
Siilinjärvi Kuopio airport,2007,8,26,03:00,12.6,-1
Siilinjärvi Kuopio airport,2007,8,27,03:00,10.2,-1
Siilinjärvi Kuopio airport,2007,8,28,03:00,9.1,-1
Siilinjärvi Kuopio airport,2007,8,29,03:00,9.2,-1
Siilinjärvi Kuopio airport,2007,8,30,03:00,9,-1
Siilinjärvi Kuopio airport,2007,8,31,03:00,8.5,-1
Siilinjärvi Kuopio airport,2007,9,1,03:00,7.3,-1
Siilinjärvi Kuopio airport,2007,9,2,03:00,6.8,-1
Siilinjärvi Kuopio airport,2007,9,3,03:00,11.1,-1
Siilinjärvi Kuopio airport,2007,9,4,03:00,10.5,-1
Siilinjärvi Kuopio airport,2007,9,5,03:00,10.1,-1
Siilinjärvi Kuopio airport,2007,9,6,03:00,10.8,-1
Siilinjärvi Kuopio airport,2007,9,7,03:00,8.9,-1
Siilinjärvi Kuopio airport,2007,9,8,03:00,8,-1
Siilinjärvi Kuopio airport,2007,9,9,03:00,8.1,-1
Siilinjärvi Kuopio airport,2007,9,10,03:00,7.7,-1
Siilinjärvi Kuopio airport,2007,9,11,03:00,10,-1
Siilinjärvi Kuopio airport,2007,9,12,03:00,9.4,-1
Siilinjärvi Kuopio airport,2007,9,13,03:00,7.8,-1
Siilinjärvi Kuopio airport,2007,9,14,03:00,7.3,-1
Siilinjärvi Kuopio airport,2007,9,15,03:00,8.6,-1
Siilinjärvi Kuopio airport,2007,9,16,03:00,9.1,-1
Siilinjärvi Kuopio airport,2007,9,17,03:00,7.2,-1
Siilinjärvi Kuopio airport,2007,9,18,03:00,9,-1
Siilinjärvi Kuopio airport,2007,9,19,03:00,7.1,-1
Siilinjärvi Kuopio airport,2007,9,20,03:00,8,-1
Siilinjärvi Kuopio airport,2007,9,21,03:00,11.5,-1
Siilinjärvi Kuopio airport,2007,9,22,03:00,10.4,-1
Siilinjärvi Kuopio airport,2007,9,23,03:00,9.8,-1
Siilinjärvi Kuopio airport,2007,9,24,03:00,11.6,-1
Siilinjärvi Kuopio airport,2007,9,25,03:00,13.1,-1
Siilinjärvi Kuopio airport,2007,9,26,03:00,13.3,-1
Siilinjärvi Kuopio airport,2007,9,27,03:00,10.5,-1
Siilinjärvi Kuopio airport,2007,9,28,03:00,7.4,-1
Siilinjärvi Kuopio airport,2007,9,29,03:00,8.3,-1
Siilinjärvi Kuopio airport,2007,9,30,03:00,10.7,-1
Siilinjärvi Kuopio airport,2007,10,1,03:00,12.2,-1
Siilinjärvi Kuopio airport,2007,10,2,03:00,11.2,-1
Siilinjärvi Kuopio airport,2007,10,3,03:00,9.9,-1
Siilinjärvi Kuopio airport,2007,10,4,03:00,10,-1
Siilinjärvi Kuopio airport,2007,10,5,03:00,9.8,-1
Siilinjärvi Kuopio airport,2007,10,6,03:00,6.2,-1
Siilinjärvi Kuopio airport,2007,10,7,03:00,8.4,-1
Siilinjärvi Kuopio airport,2007,10,8,03:00,8.3,-1
Siilinjärvi Kuopio airport,2007,10,9,03:00,5.6,-1
Siilinjärvi Kuopio airport,2007,10,10,03:00,2.5,-1
Siilinjärvi Kuopio airport,2007,10,11,03:00,2.6,-1
Siilinjärvi Kuopio airport,2007,10,12,03:00,1.4,-1
Siilinjärvi Kuopio airport,2007,10,13,03:00,0.4,-1
Siilinjärvi Kuopio airport,2007,10,14,03:00,1.8,-1
Siilinjärvi Kuopio airport,2007,10,15,03:00,6,-1
Siilinjärvi Kuopio airport,2007,10,16,03:00,6.4,-1
Siilinjärvi Kuopio airport,2007,10,17,03:00,8.9,-1
Siilinjärvi Kuopio airport,2007,10,18,03:00,4.6,-1
Siilinjärvi Kuopio airport,2007,10,19,03:00,2.6,-1
Siilinjärvi Kuopio airport,2007,10,20,03:00,0.1,-1
Siilinjärvi Kuopio airport,2007,10,21,03:00,1.1,-1
Siilinjärvi Kuopio airport,2007,10,22,03:00,2.6,-1
Siilinjärvi Kuopio airport,2007,10,23,03:00,2.8,-1
Siilinjärvi Kuopio airport,2007,10,24,03:00,3,-1
Siilinjärvi Kuopio airport,2007,10,25,03:00,5.4,-1
Siilinjärvi Kuopio airport,2007,10,26,03:00,4.4,-1
Siilinjärvi Kuopio airport,2007,10,27,03:00,5.4,-1
Siilinjärvi Kuopio airport,2007,10,28,03:00,7,-1
Siilinjärvi Kuopio airport,2007,10,29,02:00,8.8,-1
Siilinjärvi Kuopio airport,2007,10,30,02:00,8.2,-1
Siilinjärvi Kuopio airport,2007,10,31,02:00,5,-1
Siilinjärvi Kuopio airport,2007,11,1,02:00,4.3,-1
Siilinjärvi Kuopio airport,2007,11,2,02:00,1,-1
Siilinjärvi Kuopio airport,2007,11,3,02:00,-1.9,-1
Siilinjärvi Kuopio airport,2007,11,4,02:00,-4,-1
Siilinjärvi Kuopio airport,2007,11,5,02:00,-4.2,-1
Siilinjärvi Kuopio airport,2007,11,6,02:00,1.6,-1
Siilinjärvi Kuopio airport,2007,11,7,02:00,-0.1,6
Siilinjärvi Kuopio airport,2007,11,8,02:00,0.6,5
Siilinjärvi Kuopio airport,2007,11,9,02:00,1.4,3
Siilinjärvi Kuopio airport,2007,11,10,02:00,-0.1,2
Siilinjärvi Kuopio airport,2007,11,11,02:00,0.5,9
Siilinjärvi Kuopio airport,2007,11,12,02:00,-0.8,9
Siilinjärvi Kuopio airport,2007,11,13,02:00,-3,9
Siilinjärvi Kuopio airport,2007,11,14,02:00,-6.4,9
Siilinjärvi Kuopio airport,2007,11,15,02:00,-4.7,9
Siilinjärvi Kuopio airport,2007,11,16,02:00,-3.9,13
Siilinjärvi Kuopio airport,2007,11,17,02:00,-8.6,13
Siilinjärvi Kuopio airport,2007,11,18,02:00,-2.6,13
Siilinjärvi Kuopio airport,2007,11,19,02:00,-0.2,10
Siilinjärvi Kuopio airport,2007,11,20,02:00,-4.6,9
Siilinjärvi Kuopio airport,2007,11,21,02:00,0.8,9
Siilinjärvi Kuopio airport,2007,11,22,02:00,1.7,5
Siilinjärvi Kuopio airport,2007,11,23,02:00,1.8,0
Siilinjärvi Kuopio airport,2007,11,24,02:00,-3.4,2
Siilinjärvi Kuopio airport,2007,11,25,02:00,-2.3,2
Siilinjärvi Kuopio airport,2007,11,26,02:00,0.1,6
Siilinjärvi Kuopio airport,2007,11,27,02:00,-4,9
Siilinjärvi Kuopio airport,2007,11,28,02:00,-6.2,8
Siilinjärvi Kuopio airport,2007,11,29,02:00,-7.1,8
Siilinjärvi Kuopio airport,2007,11,30,02:00,-4.7,8
Siilinjärvi Kuopio airport,2007,12,1,02:00,-6.1,8
Siilinjärvi Kuopio airport,2007,12,2,02:00,-6.4,8
Siilinjärvi Kuopio airport,2007,12,3,02:00,-2.3,9
Siilinjärvi Kuopio airport,2007,12,4,02:00,-4.3,10
Siilinjärvi Kuopio airport,2007,12,5,02:00,-3.3,11
Siilinjärvi Kuopio airport,2007,12,7,02:00,2.9,-1
Siilinjärvi Kuopio airport,2007,12,8,02:00,2.5,-1
Siilinjärvi Kuopio airport,2007,12,9,02:00,2.5,-1
Siilinjärvi Kuopio airport,2007,12,10,02:00,1.3,-1
Siilinjärvi Kuopio airport,2007,12,11,02:00,0.4,-1
Siilinjärvi Kuopio airport,2007,12,12,02:00,-5,0
Siilinjärvi Kuopio airport,2007,12,13,02:00,-6.1,0
Siilinjärvi Kuopio airport,2007,12,14,02:00,-2.2,0
Siilinjärvi Kuopio airport,2007,12,15,02:00,-0.1,0
Siilinjärvi Kuopio airport,2007,12,16,02:00,-0.8,-1
Siilinjärvi Kuopio airport,2007,12,17,02:00,0,-1
Siilinjärvi Kuopio airport,2007,12,18,02:00,0.8,-1
Siilinjärvi Kuopio airport,2007,12,19,02:00,0.6,-1
Siilinjärvi Kuopio airport,2007,12,20,02:00,1.2,-1
Siilinjärvi Kuopio airport,2007,12,21,02:00,1.6,-1
Siilinjärvi Kuopio airport,2007,12,22,02:00,-2.1,-1
Siilinjärvi Kuopio airport,2007,12,23,02:00,-3.9,-1
Siilinjärvi Kuopio airport,2007,12,24,02:00,-0.6,2
Siilinjärvi Kuopio airport,2007,12,25,02:00,1.6,1
Siilinjärvi Kuopio airport,2007,12,26,02:00,0.2,-1
Siilinjärvi Kuopio airport,2007,12,27,02:00,3.2,-1
Siilinjärvi Kuopio airport,2007,12,28,02:00,2.9,-1
Siilinjärvi Kuopio airport,2007,12,29,02:00,2.9,-1
Siilinjärvi Kuopio airport,2007,12,30,02:00,2.5,-1
Siilinjärvi Kuopio airport,2007,12,31,02:00,-0.7,-1
Siilinjärvi Kuopio airport,2008,1,1,02:00,-4,1
Siilinjärvi Kuopio airport,2008,1,2,02:00,-8.2,1
Siilinjärvi Kuopio airport,2008,1,3,02:00,-9,1
Siilinjärvi Kuopio airport,2008,1,4,02:00,-12.7,1
Siilinjärvi Kuopio airport,2008,1,5,02:00,-13.1,1
Siilinjärvi Kuopio airport,2008,1,6,02:00,-10.4,1
Siilinjärvi Kuopio airport,2008,1,7,02:00,-8.4,1
Siilinjärvi Kuopio airport,2008,1,8,02:00,-6,8
Siilinjärvi Kuopio airport,2008,1,9,02:00,-6.8,8
Siilinjärvi Kuopio airport,2008,1,10,02:00,-2.8,10
Siilinjärvi Kuopio airport,2008,1,11,02:00,0.6,10
Siilinjärvi Kuopio airport,2008,1,12,02:00,0.8,11
Siilinjärvi Kuopio airport,2008,1,13,02:00,0.5,8
Siilinjärvi Kuopio airport,2008,1,14,02:00,-0.8,8
Siilinjärvi Kuopio airport,2008,1,15,02:00,0.8,8
Siilinjärvi Kuopio airport,2008,1,16,02:00,0.9,6
Siilinjärvi Kuopio airport,2008,1,17,02:00,1.8,4
Siilinjärvi Kuopio airport,2008,1,18,02:00,0.8,2
Siilinjärvi Kuopio airport,2008,1,19,02:00,0.3,4
Siilinjärvi Kuopio airport,2008,1,20,02:00,-0.2,8
Siilinjärvi Kuopio airport,2008,1,21,02:00,-1.9,10
Siilinjärvi Kuopio airport,2008,1,22,02:00,-3.6,9
Siilinjärvi Kuopio airport,2008,1,23,02:00,-5.5,10
Siilinjärvi Kuopio airport,2008,1,24,02:00,-5.2,9
Siilinjärvi Kuopio airport,2008,1,25,02:00,-0.9,12
Siilinjärvi Kuopio airport,2008,1,26,02:00,-2.4,12
Siilinjärvi Kuopio airport,2008,1,27,02:00,-4.6,12
Siilinjärvi Kuopio airport,2008,1,28,02:00,-7.1,12
Siilinjärvi Kuopio airport,2008,1,29,02:00,0,12
Siilinjärvi Kuopio airport,2008,1,30,02:00,-2.6,11
Siilinjärvi Kuopio airport,2008,1,31,02:00,-4,11
Siilinjärvi Kuopio airport,2008,2,1,02:00,-2.5,11
Siilinjärvi Kuopio airport,2008,2,2,02:00,-0.1,19
Siilinjärvi Kuopio airport,2008,2,3,02:00,-1.1,18
Siilinjärvi Kuopio airport,2008,2,4,02:00,-7.8,17
Siilinjärvi Kuopio airport,2008,2,5,02:00,-3.8,18
Siilinjärvi Kuopio airport,2008,2,6,02:00,-1.3,18
Siilinjärvi Kuopio airport,2008,2,7,02:00,-0.6,18
Siilinjärvi Kuopio airport,2008,2,8,02:00,-0.9,22
Siilinjärvi Kuopio airport,2008,2,9,02:00,-0.2,23
Siilinjärvi Kuopio airport,2008,2,10,02:00,0.5,20
Siilinjärvi Kuopio airport,2008,2,11,02:00,0.1,19
Siilinjärvi Kuopio airport,2008,2,12,02:00,-1.4,18
Siilinjärvi Kuopio airport,2008,2,13,02:00,-1.2,17
Siilinjärvi Kuopio airport,2008,2,14,02:00,-4.7,17
Siilinjärvi Kuopio airport,2008,2,15,02:00,-9.9,17
Siilinjärvi Kuopio airport,2008,2,16,02:00,-10.6,17
Siilinjärvi Kuopio airport,2008,2,17,02:00,-3.3,19
Siilinjärvi Kuopio airport,2008,2,18,02:00,-5.5,21
Siilinjärvi Kuopio airport,2008,2,19,02:00,-7.6,20
Siilinjärvi Kuopio airport,2008,2,20,02:00,-6.9,20
Siilinjärvi Kuopio airport,2008,2,21,02:00,-2.1,20
Siilinjärvi Kuopio airport,2008,2,22,02:00,0.4,27
Siilinjärvi Kuopio airport,2008,2,23,02:00,-5.3,24
Siilinjärvi Kuopio airport,2008,2,24,02:00,-12.2,27
Siilinjärvi Kuopio airport,2008,2,25,02:00,-1,30
Siilinjärvi Kuopio airport,2008,2,26,02:00,-3,29
Siilinjärvi Kuopio airport,2008,2,27,02:00,-4.2,29
Siilinjärvi Kuopio airport,2008,2,28,02:00,-4.5,31
Siilinjärvi Kuopio airport,2008,2,29,02:00,-6.5,31
Siilinjärvi Kuopio airport,2008,3,1,02:00,-4.8,30
Siilinjärvi Kuopio airport,2008,3,2,02:00,-5.7,30
Siilinjärvi Kuopio airport,2008,3,3,02:00,-9.8,30
Siilinjärvi Kuopio airport,2008,3,4,02:00,-9.6,32
Siilinjärvi Kuopio airport,2008,3,5,02:00,-10.6,39
Siilinjärvi Kuopio airport,2008,3,6,02:00,-7.4,38
Siilinjärvi Kuopio airport,2008,3,7,02:00,-4.6,40
Siilinjärvi Kuopio airport,2008,3,8,02:00,-8.7,40
Siilinjärvi Kuopio airport,2008,3,9,02:00,-1,42
Siilinjärvi Kuopio airport,2008,3,10,02:00,2.4,40
Siilinjärvi Kuopio airport,2008,3,11,02:00,1.9,32
Siilinjärvi Kuopio airport,2008,3,12,02:00,1.3,29
Siilinjärvi Kuopio airport,2008,3,13,02:00,0.6,27
Siilinjärvi Kuopio airport,2008,3,14,02:00,-0.8,29
Siilinjärvi Kuopio airport,2008,3,15,02:00,-1.7,28
Siilinjärvi Kuopio airport,2008,3,16,02:00,-0.2,28
Siilinjärvi Kuopio airport,2008,3,17,02:00,-0.2,28
Siilinjärvi Kuopio airport,2008,3,18,02:00,-2.5,28
Siilinjärvi Kuopio airport,2008,3,19,02:00,-5,28
Siilinjärvi Kuopio airport,2008,3,20,02:00,-7.3,28
Siilinjärvi Kuopio airport,2008,3,21,02:00,-10.2,28
Siilinjärvi Kuopio airport,2008,3,22,02:00,-8.8,28
Siilinjärvi Kuopio airport,2008,3,23,02:00,-7.7,28
Siilinjärvi Kuopio airport,2008,3,24,02:00,-8.1,31
Siilinjärvi Kuopio airport,2008,3,25,02:00,-7.5,31
Siilinjärvi Kuopio airport,2008,3,26,02:00,-4.2,30
Siilinjärvi Kuopio airport,2008,3,27,02:00,-3.3,38
Siilinjärvi Kuopio airport,2008,3,28,02:00,-3,39
Siilinjärvi Kuopio airport,2008,3,29,02:00,0.3,39
Siilinjärvi Kuopio airport,2008,3,30,02:00,2.2,35
Siilinjärvi Kuopio airport,2008,3,31,03:00,4.6,33
Siilinjärvi Kuopio airport,2008,4,1,03:00,4.8,30
Siilinjärvi Kuopio airport,2008,4,2,03:00,4.1,29
Siilinjärvi Kuopio airport,2008,4,3,03:00,2.7,27
Siilinjärvi Kuopio airport,2008,4,4,03:00,1.3,25
Siilinjärvi Kuopio airport,2008,4,5,03:00,2.6,23
Siilinjärvi Kuopio airport,2008,4,6,03:00,3,20
Siilinjärvi Kuopio airport,2008,4,7,03:00,1,18
Siilinjärvi Kuopio airport,2008,4,8,03:00,2.1,18
Siilinjärvi Kuopio airport,2008,4,9,03:00,2.4,10
Siilinjärvi Kuopio airport,2008,4,10,03:00,1.5,8
Siilinjärvi Kuopio airport,2008,4,11,03:00,1.2,5
Siilinjärvi Kuopio airport,2008,4,12,03:00,0.6,4
Siilinjärvi Kuopio airport,2008,4,13,03:00,-2,3
Siilinjärvi Kuopio airport,2008,4,14,03:00,0.1,1
Siilinjärvi Kuopio airport,2008,4,15,03:00,0.6,10
Siilinjärvi Kuopio airport,2008,4,16,03:00,2.5,7
Siilinjärvi Kuopio airport,2008,4,17,03:00,3.4,5
Siilinjärvi Kuopio airport,2008,4,18,03:00,3.5,3
Siilinjärvi Kuopio airport,2008,4,19,03:00,2.1,0
Siilinjärvi Kuopio airport,2008,4,20,03:00,1.7,0
Siilinjärvi Kuopio airport,2008,4,21,03:00,1.9,0
Siilinjärvi Kuopio airport,2008,4,22,03:00,2.4,0
Siilinjärvi Kuopio airport,2008,4,23,03:00,4,0
Siilinjärvi Kuopio airport,2008,4,24,03:00,4.5,-1
Siilinjärvi Kuopio airport,2008,4,25,03:00,3.5,-1
Siilinjärvi Kuopio airport,2008,4,26,03:00,3.9,-1
Siilinjärvi Kuopio airport,2008,4,27,03:00,7.3,-1
Siilinjärvi Kuopio airport,2008,4,28,03:00,8.6,-1
Siilinjärvi Kuopio airport,2008,4,29,03:00,9.1,-1
Siilinjärvi Kuopio airport,2008,4,30,03:00,9.4,-1
Siilinjärvi Kuopio airport,2008,5,1,03:00,13.1,-1
Siilinjärvi Kuopio airport,2008,5,2,03:00,13.9,-1
Siilinjärvi Kuopio airport,2008,5,3,03:00,13.7,-1
Siilinjärvi Kuopio airport,2008,5,4,03:00,13.2,-1
Siilinjärvi Kuopio airport,2008,5,5,03:00,6.1,-1
Siilinjärvi Kuopio airport,2008,5,6,03:00,3.4,-1
Siilinjärvi Kuopio airport,2008,5,7,03:00,5.6,-1
Siilinjärvi Kuopio airport,2008,5,8,03:00,7.2,-1
Siilinjärvi Kuopio airport,2008,5,9,03:00,9.3,-1
Siilinjärvi Kuopio airport,2008,5,10,03:00,11.8,-1
Siilinjärvi Kuopio airport,2008,5,11,03:00,12.5,-1
Siilinjärvi Kuopio airport,2008,5,12,03:00,5.3,-1
Siilinjärvi Kuopio airport,2008,5,13,03:00,3.7,-1
Siilinjärvi Kuopio airport,2008,5,14,03:00,2.5,-1
Siilinjärvi Kuopio airport,2008,5,15,03:00,3.1,-1
Siilinjärvi Kuopio airport,2008,5,16,03:00,3,-1
Siilinjärvi Kuopio airport,2008,5,17,03:00,3.6,-1
Siilinjärvi Kuopio airport,2008,5,18,03:00,1.8,-1
Siilinjärvi Kuopio airport,2008,5,19,03:00,5,-1
Siilinjärvi Kuopio airport,2008,5,20,03:00,6.6,-1
Siilinjärvi Kuopio airport,2008,5,21,03:00,7.6,-1
Siilinjärvi Kuopio airport,2008,5,22,03:00,9,-1
Siilinjärvi Kuopio airport,2008,5,23,03:00,8.8,-1
Siilinjärvi Kuopio airport,2008,5,24,03:00,9.7,-1
Siilinjärvi Kuopio airport,2008,5,25,03:00,11.5,-1
Siilinjärvi Kuopio airport,2008,5,26,03:00,11.6,-1
Siilinjärvi Kuopio airport,2008,5,27,03:00,5.6,-1
Siilinjärvi Kuopio airport,2008,5,28,03:00,10.4,-1
Siilinjärvi Kuopio airport,2008,5,29,03:00,13.8,-1
Siilinjärvi Kuopio airport,2008,5,30,03:00,14.6,-1
Siilinjärvi Kuopio airport,2008,5,31,03:00,13,-1
Siilinjärvi Kuopio airport,2008,6,1,03:00,15.6,-1
Siilinjärvi Kuopio airport,2008,6,2,03:00,12.2,-1
Siilinjärvi Kuopio airport,2008,6,3,03:00,11.6,-1
Siilinjärvi Kuopio airport,2008,6,4,03:00,15.2,-1
Siilinjärvi Kuopio airport,2008,6,5,03:00,18.7,-1
Siilinjärvi Kuopio airport,2008,6,6,03:00,15.1,-1
Siilinjärvi Kuopio airport,2008,6,7,03:00,10.8,-1
Siilinjärvi Kuopio airport,2008,6,8,03:00,14.8,-1
Siilinjärvi Kuopio airport,2008,6,9,03:00,6.9,-1
Siilinjärvi Kuopio airport,2008,6,10,03:00,7.1,-1
Siilinjärvi Kuopio airport,2008,6,11,03:00,6.3,-1
Siilinjärvi Kuopio airport,2008,6,12,03:00,8.4,-1
Siilinjärvi Kuopio airport,2008,6,13,03:00,11.7,-1
Siilinjärvi Kuopio airport,2008,6,14,03:00,14.2,-1
Siilinjärvi Kuopio airport,2008,6,15,03:00,12.2,-1
Siilinjärvi Kuopio airport,2008,6,16,03:00,14.2,-1
Siilinjärvi Kuopio airport,2008,6,17,03:00,16.1,-1
Siilinjärvi Kuopio airport,2008,6,18,03:00,15.5,-1
Siilinjärvi Kuopio airport,2008,6,19,03:00,15.5,-1
Siilinjärvi Kuopio airport,2008,6,20,03:00,16.9,-1
Siilinjärvi Kuopio airport,2008,6,21,03:00,14.3,-1
Siilinjärvi Kuopio airport,2008,6,22,03:00,15,-1
Siilinjärvi Kuopio airport,2008,6,23,03:00,15.8,-1
Siilinjärvi Kuopio airport,2008,6,24,03:00,13.9,-1
Siilinjärvi Kuopio airport,2008,6,25,03:00,11.1,-1
Siilinjärvi Kuopio airport,2008,6,26,03:00,11.7,-1
Siilinjärvi Kuopio airport,2008,6,27,03:00,13.4,-1
Siilinjärvi Kuopio airport,2008,6,28,03:00,16.1,-1
Siilinjärvi Kuopio airport,2008,6,29,03:00,16.4,-1
Siilinjärvi Kuopio airport,2008,6,30,03:00,16.1,-1
Siilinjärvi Kuopio airport,2008,7,1,03:00,18.6,-1
Siilinjärvi Kuopio airport,2008,7,2,03:00,15.6,-1
Siilinjärvi Kuopio airport,2008,7,3,03:00,17.9,-1
Siilinjärvi Kuopio airport,2008,7,4,03:00,19.2,-1
Siilinjärvi Kuopio airport,2008,7,5,03:00,11,-1
Siilinjärvi Kuopio airport,2008,7,6,03:00,9.1,-1
Siilinjärvi Kuopio airport,2008,7,7,03:00,9.9,-1
Siilinjärvi Kuopio airport,2008,7,8,03:00,12.2,-1
Siilinjärvi Kuopio airport,2008,7,9,03:00,12.2,-1
Siilinjärvi Kuopio airport,2008,7,10,03:00,12.4,-1
Siilinjärvi Kuopio airport,2008,7,11,03:00,15.4,-1
Siilinjärvi Kuopio airport,2008,7,12,03:00,15.2,-1
Siilinjärvi Kuopio airport,2008,7,13,03:00,17.1,-1
Siilinjärvi Kuopio airport,2008,7,14,03:00,18.4,-1
Siilinjärvi Kuopio airport,2008,7,15,03:00,16.3,-1
Siilinjärvi Kuopio airport,2008,7,16,03:00,16.2,-1
Siilinjärvi Kuopio airport,2008,7,17,03:00,16.4,-1
Siilinjärvi Kuopio airport,2008,7,18,03:00,16.3,-1
Siilinjärvi Kuopio airport,2008,7,19,03:00,17.7,-1
Siilinjärvi Kuopio airport,2008,7,20,03:00,16.1,-1
Siilinjärvi Kuopio airport,2008,7,21,03:00,16.3,-1
Siilinjärvi Kuopio airport,2008,7,22,03:00,15.2,-1
Siilinjärvi Kuopio airport,2008,7,23,03:00,15.2,-1
Siilinjärvi Kuopio airport,2008,7,24,03:00,16.9,-1
Siilinjärvi Kuopio airport,2008,7,25,03:00,18.8,-1
Siilinjärvi Kuopio airport,2008,7,26,03:00,18.7,-1
Siilinjärvi Kuopio airport,2008,7,27,03:00,14.4,-1
Siilinjärvi Kuopio airport,2008,7,28,03:00,15.1,-1
Siilinjärvi Kuopio airport,2008,7,29,03:00,14.9,-1
Siilinjärvi Kuopio airport,2008,7,30,03:00,15.5,-1
Siilinjärvi Kuopio airport,2008,7,31,03:00,18.4,-1
Siilinjärvi Kuopio airport,2008,8,1,03:00,13.9,-1
Siilinjärvi Kuopio airport,2008,8,2,03:00,11.9,-1
Siilinjärvi Kuopio airport,2008,8,3,03:00,12.2,-1
Siilinjärvi Kuopio airport,2008,8,4,03:00,11.5,-1
Siilinjärvi Kuopio airport,2008,8,5,03:00,11.3,-1
Siilinjärvi Kuopio airport,2008,8,6,03:00,10.7,-1
Siilinjärvi Kuopio airport,2008,8,7,03:00,13.3,-1
Siilinjärvi Kuopio airport,2008,8,8,03:00,11.9,-1
