,Observation station,Year,Month,Day,Time [Local time],Average temperature [°C],Snow depth [cm]
8030,Lahti Sopenkorpi,2021,5,30,03:00,12.0,-1
8031,Lahti Sopenkorpi,2021,5,31,03:00,10.9,-1
8032,Lahti Sopenkorpi,2021,6,1,03:00,13.6,-1
8033,Lahti Sopenkorpi,2021,6,2,03:00,17.0,-1
8034,Lahti Sopenkorpi,2021,6,3,03:00,17.8,-1
8035,Lahti Sopenkorpi,2021,6,4,03:00,19.6,-1
8036,Lahti Sopenkorpi,2021,6,5,03:00,19.0,-1
8037,Lahti Sopenkorpi,2021,6,6,03:00,19.9,-1
8038,Lahti Sopenkorpi,2021,6,7,03:00,20.0,-1
8039,Lahti Sopenkorpi,2021,6,8,03:00,17.2,-1
8040,Lahti Sopenkorpi,2021,6,9,03:00,19.3,-1
8041,Lahti Sopenkorpi,2021,6,10,03:00,19.4,-1
8042,Lahti Sopenkorpi,2021,6,11,03:00,20.0,-1
8043,Lahti Sopenkorpi,2021,6,12,03:00,18.1,-1
8044,Lahti Sopenkorpi,2021,6,13,03:00,15.1,-1
8045,Lahti Sopenkorpi,2021,6,14,03:00,16.3,-1
8046,Lahti Sopenkorpi,2021,6,15,03:00,15.7,-1
8047,Lahti Sopenkorpi,2021,6,16,03:00,16.1,-1
8048,Lahti Sopenkorpi,2021,6,17,03:00,18.3,-1
8049,Lahti Sopenkorpi,2021,6,18,03:00,21.0,-1
8050,Lahti Sopenkorpi,2021,6,19,03:00,23.2,-1
8051,Lahti Sopenkorpi,2021,6,20,03:00,25.0,-1
8052,Lahti Sopenkorpi,2021,6,21,03:00,26.4,-1
8053,Lahti Sopenkorpi,2021,6,22,03:00,26.9,-1
8054,Lahti Sopenkorpi,2021,6,23,03:00,23.2,-1
8055,Lahti Sopenkorpi,2021,6,24,03:00,19.8,-1
8056,Lahti Sopenkorpi,2021,6,25,03:00,22.5,-1
8057,Lahti Sopenkorpi,2021,6,26,03:00,21.1,-1
8058,Lahti Sopenkorpi,2021,6,27,03:00,21.7,-1
8059,Lahti Sopenkorpi,2021,6,28,03:00,20.7,-1
8060,Lahti Sopenkorpi,2021,6,29,03:00,21.1,-1
8061,Lahti Sopenkorpi,2021,6,30,03:00,20.5,-1
8062,Lahti Sopenkorpi,2021,7,1,03:00,19.5,-1
8063,Lahti Sopenkorpi,2021,7,2,03:00,20.8,-1
8064,Lahti Sopenkorpi,2021,7,3,03:00,22.8,-1
8065,Lahti Sopenkorpi,2021,7,4,03:00,23.4,-1
8066,Lahti Sopenkorpi,2021,7,5,03:00,23.9,-1
8067,Lahti Sopenkorpi,2021,7,6,03:00,24.4,-1
8068,Lahti Sopenkorpi,2021,7,7,03:00,24.6,-1
8069,Lahti Sopenkorpi,2021,7,8,03:00,22.0,-1
8070,Lahti Sopenkorpi,2021,7,9,03:00,21.7,-1
8071,Lahti Sopenkorpi,2021,7,10,03:00,26.2,-1
8072,Lahti Sopenkorpi,2021,7,11,03:00,24.7,-1
8073,Lahti Sopenkorpi,2021,7,12,03:00,22.9,-1
8074,Lahti Sopenkorpi,2021,7,13,03:00,25.3,-1
8075,Lahti Sopenkorpi,2021,7,14,03:00,26.5,-1
8076,Lahti Sopenkorpi,2021,7,15,03:00,26.1,-1
8077,Lahti Sopenkorpi,2021,7,16,03:00,23.3,-1
8078,Lahti Sopenkorpi,2021,7,17,03:00,21.7,-1
8079,Lahti Sopenkorpi,2021,7,18,03:00,19.7,-1
8080,Lahti Sopenkorpi,2021,7,19,03:00,16.2,-1
8081,Lahti Sopenkorpi,2021,7,20,03:00,15.3,-1
8082,Lahti Sopenkorpi,2021,7,21,03:00,15.7,-1
8083,Lahti Sopenkorpi,2021,7,22,03:00,16.4,-1
8084,Lahti Sopenkorpi,2021,7,23,03:00,16.7,-1
8085,Lahti Sopenkorpi,2021,7,24,03:00,17.2,-1
8086,Lahti Sopenkorpi,2021,7,25,03:00,21.6,-1
8087,Lahti Sopenkorpi,2021,7,26,03:00,23.2,-1
8088,Lahti Sopenkorpi,2021,7,27,03:00,23.8,-1
8089,Lahti Sopenkorpi,2021,7,28,03:00,19.9,-1
8090,Lahti Sopenkorpi,2021,7,29,03:00,20.4,-1
8091,Lahti Sopenkorpi,2021,7,30,03:00,16.4,-1
8092,Lahti Sopenkorpi,2021,7,31,03:00,17.9,-1
8093,Lahti Sopenkorpi,2021,8,1,03:00,16.7,-1
8094,Lahti Sopenkorpi,2021,8,2,03:00,17.0,-1
8095,Lahti Sopenkorpi,2021,8,3,03:00,14.1,-1
8096,Lahti Sopenkorpi,2021,8,4,03:00,14.6,-1
8097,Lahti Sopenkorpi,2021,8,5,03:00,14.8,-1
8098,Lahti Sopenkorpi,2021,8,6,03:00,17.7,-1
8099,Lahti Sopenkorpi,2021,8,7,03:00,16.1,-1
8100,Lahti Sopenkorpi,2021,8,8,03:00,17.4,-1
8101,Lahti Sopenkorpi,2021,8,9,03:00,17.8,-1
8102,Lahti Sopenkorpi,2021,8,10,03:00,17.8,-1
8103,Lahti Sopenkorpi,2021,8,11,03:00,17.5,-1
8104,Lahti Sopenkorpi,2021,8,12,03:00,18.0,-1
8105,Lahti Sopenkorpi,2021,8,13,03:00,18.2,-1
8106,Lahti Sopenkorpi,2021,8,14,03:00,16.3,-1
8107,Lahti Sopenkorpi,2021,8,15,03:00,13.9,-1
8108,Lahti Sopenkorpi,2021,8,16,03:00,15.7,-1
8109,Lahti Sopenkorpi,2021,8,17,03:00,17.5,-1
8110,Lahti Sopenkorpi,2021,8,18,03:00,14.4,-1
8111,Lahti Sopenkorpi,2021,8,19,03:00,14.2,-1
8112,Lahti Sopenkorpi,2021,8,20,03:00,13.9,-1
8113,Lahti Sopenkorpi,2021,8,21,03:00,13.0,-1
8114,Lahti Sopenkorpi,2021,8,22,03:00,13.1,-1
8115,Lahti Sopenkorpi,2021,8,23,03:00,10.2,-1
8116,Lahti Sopenkorpi,2021,8,24,03:00,10.0,-1
8117,Lahti Sopenkorpi,2021,8,25,03:00,10.7,-1
8118,Lahti Sopenkorpi,2021,8,26,03:00,13.2,-1
8119,Lahti Sopenkorpi,2021,8,27,03:00,13.3,-1
8120,Lahti Sopenkorpi,2021,8,28,03:00,16.0,-1
8121,Lahti Sopenkorpi,2021,8,29,03:00,15.7,-1
8122,Lahti Sopenkorpi,2021,8,30,03:00,14.0,-1
8123,Lahti Sopenkorpi,2021,8,31,03:00,13.9,-1
8124,Lahti Sopenkorpi,2021,9,1,03:00,11.7,-1
8125,Lahti Sopenkorpi,2021,9,2,03:00,10.0,-1
8126,Lahti Sopenkorpi,2021,9,3,03:00,8.4,-1
8127,Lahti Sopenkorpi,2021,9,4,03:00,7.9,-1
8128,Lahti Sopenkorpi,2021,9,5,03:00,9.1,-1
8129,Lahti Sopenkorpi,2021,9,6,03:00,10.0,-1
8130,Lahti Sopenkorpi,2021,9,7,03:00,10.7,-1
8131,Lahti Sopenkorpi,2021,9,8,03:00,15.2,-1
8132,Lahti Sopenkorpi,2021,9,9,03:00,12.5,-1
8133,Lahti Sopenkorpi,2021,9,10,03:00,11.6,-1
8134,Lahti Sopenkorpi,2021,9,11,03:00,13.0,-1
8135,Lahti Sopenkorpi,2021,9,12,03:00,13.8,-1
8136,Lahti Sopenkorpi,2021,9,13,03:00,11.5,-1
8137,Lahti Sopenkorpi,2021,9,14,03:00,7.5,-1
8138,Lahti Sopenkorpi,2021,9,15,03:00,7.0,-1
8139,Lahti Sopenkorpi,2021,9,16,03:00,6.9,-1
8140,Lahti Sopenkorpi,2021,9,17,03:00,7.4,-1
8141,Lahti Sopenkorpi,2021,9,18,03:00,8.1,-1
8142,Lahti Sopenkorpi,2021,9,19,03:00,7.2,-1
8143,Lahti Sopenkorpi,2021,9,20,03:00,6.7,-1
8144,Lahti Sopenkorpi,2021,9,21,03:00,5.2,-1
8145,Lahti Sopenkorpi,2021,9,22,03:00,5.2,-1
8146,Lahti Sopenkorpi,2021,9,23,03:00,6.3,-1
8147,Lahti Sopenkorpi,2021,9,24,03:00,8.0,-1
8148,Lahti Sopenkorpi,2021,9,25,03:00,8.6,-1
8149,Lahti Sopenkorpi,2021,9,26,03:00,8.7,-1
8150,Lahti Sopenkorpi,2021,9,27,03:00,7.2,-1
8151,Lahti Sopenkorpi,2021,9,28,03:00,6.9,-1
8152,Lahti Sopenkorpi,2021,9,29,03:00,8.8,-1
8153,Lahti Sopenkorpi,2021,9,30,03:00,8.3,-1
8154,Lahti Sopenkorpi,2021,10,1,03:00,8.1,-1
8155,Lahti Sopenkorpi,2021,10,2,03:00,9.3,-1
8156,Lahti Sopenkorpi,2021,10,3,03:00,9.7,-1
8157,Lahti Sopenkorpi,2021,10,4,03:00,10.8,-1
8158,Lahti Sopenkorpi,2021,10,5,03:00,9.6,-1
8159,Lahti Sopenkorpi,2021,10,6,03:00,10.5,-1
8160,Lahti Sopenkorpi,2021,10,7,03:00,10.1,-1
8161,Lahti Sopenkorpi,2021,10,8,03:00,10.8,-1
8162,Lahti Sopenkorpi,2021,10,9,03:00,11.4,-1
8163,Lahti Sopenkorpi,2021,10,10,03:00,10.8,-1
8164,Lahti Sopenkorpi,2021,10,11,03:00,9.4,-1
8165,Lahti Sopenkorpi,2021,10,12,03:00,7.3,-1
8166,Lahti Sopenkorpi,2021,10,13,03:00,5.9,-1
8167,Lahti Sopenkorpi,2021,10,14,03:00,3.9,-1
8168,Lahti Sopenkorpi,2021,10,15,03:00,6.9,-1
8169,Lahti Sopenkorpi,2021,10,16,03:00,4.5,-1
8170,Lahti Sopenkorpi,2021,10,17,03:00,3.7,-1
8171,Lahti Sopenkorpi,2021,10,18,03:00,3.6,-1
8172,Lahti Sopenkorpi,2021,10,19,03:00,0.7,-1
8173,Lahti Sopenkorpi,2021,10,20,03:00,6.0,-1
8174,Lahti Sopenkorpi,2021,10,21,03:00,10.0,-1
8175,Lahti Sopenkorpi,2021,10,22,03:00,4.3,-1
8176,Lahti Sopenkorpi,2021,10,23,03:00,1.0,-1
8177,Lahti Sopenkorpi,2021,10,24,03:00,-0.7,-1
8178,Lahti Sopenkorpi,2021,10,25,03:00,7.7,-1
8179,Lahti Sopenkorpi,2021,10,26,03:00,7.8,-1
8180,Lahti Sopenkorpi,2021,10,27,03:00,6.8,-1
8181,Lahti Sopenkorpi,2021,10,28,03:00,7.4,-1
8182,Lahti Sopenkorpi,2021,10,29,03:00,10.1,-1
8183,Lahti Sopenkorpi,2021,10,30,03:00,8.1,-1
8184,Lahti Sopenkorpi,2021,10,31,03:00,8.0,-1
8185,Lahti Sopenkorpi,2021,11,1,02:00,7.2,-1
8186,Lahti Sopenkorpi,2021,11,2,02:00,5.6,-1
8187,Lahti Sopenkorpi,2021,11,3,02:00,6.0,-1
8188,Lahti Sopenkorpi,2021,11,4,02:00,6.9,-1
8189,Lahti Sopenkorpi,2021,11,5,02:00,5.2,-1
8190,Lahti Sopenkorpi,2021,11,6,02:00,3.3,-1
8191,Lahti Sopenkorpi,2021,11,7,02:00,1.3,-1
8192,Lahti Sopenkorpi,2021,11,8,02:00,0.1,-1
8193,Lahti Sopenkorpi,2021,11,9,02:00,-1.7,-1
8194,Lahti Sopenkorpi,2021,11,10,02:00,6.9,-1
8195,Lahti Sopenkorpi,2021,11,11,02:00,4.4,-1
8196,Lahti Sopenkorpi,2021,11,12,02:00,3.9,-1
8197,Lahti Sopenkorpi,2021,11,13,02:00,1.0,-1
8198,Lahti Sopenkorpi,2021,11,14,02:00,-0.6,-1
8199,Lahti Sopenkorpi,2021,11,15,02:00,-0.6,-1
8200,Lahti Sopenkorpi,2021,11,16,02:00,4.1,-1
8201,Lahti Sopenkorpi,2021,11,17,02:00,4.3,-1
8202,Lahti Sopenkorpi,2021,11,18,02:00,3.3,-1
8203,Lahti Sopenkorpi,2021,11,19,02:00,1.4,-1
8204,Lahti Sopenkorpi,2021,11,20,02:00,1.9,-1
8205,Lahti Sopenkorpi,2021,11,21,02:00,-0.6,-1
8206,Lahti Sopenkorpi,2021,11,22,02:00,-4.9,-1
8207,Lahti Sopenkorpi,2021,11,23,02:00,-2.1,6
8208,Lahti Sopenkorpi,2021,11,24,02:00,0.7,5
8209,Lahti Sopenkorpi,2021,11,25,02:00,1.1,5
8210,Lahti Sopenkorpi,2021,11,26,02:00,-3.1,2
8211,Lahti Sopenkorpi,2021,11,27,02:00,-8.7,2
8212,Lahti Sopenkorpi,2021,11,28,02:00,-8.2,4
8213,Lahti Sopenkorpi,2021,11,29,02:00,-7.9,4
8214,Lahti Sopenkorpi,2021,11,30,02:00,-9.1,5
8215,Lahti Sopenkorpi,2021,12,1,02:00,-8.0,8
8216,Lahti Sopenkorpi,2021,12,2,02:00,-10.3,6
8217,Lahti Sopenkorpi,2021,12,3,02:00,-10.3,6
8218,Lahti Sopenkorpi,2021,12,4,02:00,-10.8,8
8219,Lahti Sopenkorpi,2021,12,5,02:00,-17.2,7
8220,Lahti Sopenkorpi,2021,12,6,02:00,-13.6,7
8221,Lahti Sopenkorpi,2021,12,7,02:00,-14.8,8
8222,Lahti Sopenkorpi,2021,12,8,02:00,-19.3,8
8223,Lahti Sopenkorpi,2021,12,9,02:00,-11.6,8
8224,Lahti Sopenkorpi,2021,12,10,02:00,-6.2,9
8225,Lahti Sopenkorpi,2021,12,11,02:00,-3.7,9
8226,Lahti Sopenkorpi,2021,12,12,02:00,-0.1,9
8227,Lahti Sopenkorpi,2021,12,13,02:00,-0.2,9
8228,Lahti Sopenkorpi,2021,12,14,02:00,0.9,8
8229,Lahti Sopenkorpi,2021,12,15,02:00,1.4,10
8230,Lahti Sopenkorpi,2021,12,16,02:00,1.5,8
8231,Lahti Sopenkorpi,2021,12,17,02:00,0.4,7
8232,Lahti Sopenkorpi,2021,12,18,02:00,1.4,8
8233,Lahti Sopenkorpi,2021,12,19,02:00,-1.1,7
8234,Lahti Sopenkorpi,2021,12,20,02:00,-10.0,7
8235,Lahti Sopenkorpi,2021,12,21,02:00,-13.2,7
8236,Lahti Sopenkorpi,2021,12,22,02:00,-11.7,8
8237,Lahti Sopenkorpi,2021,12,23,02:00,-3.5,9
8238,Lahti Sopenkorpi,2021,12,24,02:00,-12.1,11
8239,Lahti Sopenkorpi,2021,12,25,02:00,-12.5,12
8240,Lahti Sopenkorpi,2021,12,26,02:00,-14.7,14
8241,Lahti Sopenkorpi,2021,12,27,02:00,-15.6,12
8242,Lahti Sopenkorpi,2021,12,28,02:00,-11.1,13
8243,Lahti Sopenkorpi,2021,12,29,02:00,-5.0,13
8244,Lahti Sopenkorpi,2021,12,30,02:00,-4.4,13
8245,Lahti Sopenkorpi,2021,12,31,02:00,-1.4,14
8246,Lahti Sopenkorpi,2022,1,1,02:00,-6.4,15
8247,Lahti Sopenkorpi,2022,1,2,02:00,-8.3,14
8248,Lahti Sopenkorpi,2022,1,3,02:00,-5.4,20
8249,Lahti Sopenkorpi,2022,1,4,02:00,-3.6,21
8250,Lahti Sopenkorpi,2022,1,5,02:00,-1.6,23
8251,Lahti Sopenkorpi,2022,1,6,02:00,-7.2,23
8252,Lahti Sopenkorpi,2022,1,7,02:00,-9.7,23
8253,Lahti Sopenkorpi,2022,1,8,02:00,-8.8,24
8254,Lahti Sopenkorpi,2022,1,9,02:00,-8.1,24
8255,Lahti Sopenkorpi,2022,1,10,02:00,-15.5,23
8256,Lahti Sopenkorpi,2022,1,11,02:00,-17.0,23
8257,Lahti Sopenkorpi,2022,1,12,02:00,-1.7,23
8258,Lahti Sopenkorpi,2022,1,13,02:00,3.5,22
8259,Lahti Sopenkorpi,2022,1,14,02:00,0.7,17
8260,Lahti Sopenkorpi,2022,1,15,02:00,-1.2,17
8261,Lahti Sopenkorpi,2022,1,16,02:00,-1.9,17
8262,Lahti Sopenkorpi,2022,1,17,02:00,-3.0,17
8263,Lahti Sopenkorpi,2022,1,18,02:00,-5.1,17
8264,Lahti Sopenkorpi,2022,1,19,02:00,0.0,17
8265,Lahti Sopenkorpi,2022,1,20,02:00,-0.4,16
8266,Lahti Sopenkorpi,2022,1,21,02:00,-3.5,23
8267,Lahti Sopenkorpi,2022,1,22,02:00,-7.2,24
8268,Lahti Sopenkorpi,2022,1,23,02:00,-4.5,24
8269,Lahti Sopenkorpi,2022,1,24,02:00,1.1,24
8270,Lahti Sopenkorpi,2022,1,25,02:00,-2.9,21
8271,Lahti Sopenkorpi,2022,1,26,02:00,-5.7,21
8272,Lahti Sopenkorpi,2022,1,27,02:00,-0.1,25
8273,Lahti Sopenkorpi,2022,1,28,02:00,-2.1,29
8274,Lahti Sopenkorpi,2022,1,29,02:00,-4.9,29
8275,Lahti Sopenkorpi,2022,1,30,02:00,-3.4,40
8276,Lahti Sopenkorpi,2022,1,31,02:00,-6.2,50
8277,Lahti Sopenkorpi,2022,2,1,02:00,-9.6,47
8278,Lahti Sopenkorpi,2022,2,2,02:00,-7.8,47
8279,Lahti Sopenkorpi,2022,2,3,02:00,-8.3,47
8280,Lahti Sopenkorpi,2022,2,4,02:00,-6.8,45
8281,Lahti Sopenkorpi,2022,2,5,02:00,-3.1,47
8282,Lahti Sopenkorpi,2022,2,6,02:00,-0.6,53
8283,Lahti Sopenkorpi,2022,2,7,02:00,-0.6,56
8284,Lahti Sopenkorpi,2022,2,8,02:00,-1.9,55
8285,Lahti Sopenkorpi,2022,2,9,02:00,-1.7,55
8286,Lahti Sopenkorpi,2022,2,10,02:00,-1.1,56
8287,Lahti Sopenkorpi,2022,2,11,02:00,-4.2,54
8288,Lahti Sopenkorpi,2022,2,12,02:00,-4.5,54
8289,Lahti Sopenkorpi,2022,2,13,02:00,0.3,53
8290,Lahti Sopenkorpi,2022,2,14,02:00,0.8,52
8291,Lahti Sopenkorpi,2022,2,15,02:00,0.7,54
8292,Lahti Sopenkorpi,2022,2,16,02:00,1.1,52
8293,Lahti Sopenkorpi,2022,2,17,02:00,0.4,53
8294,Lahti Sopenkorpi,2022,2,18,02:00,-2.2,53
8295,Lahti Sopenkorpi,2022,2,19,02:00,-4.2,54
8296,Lahti Sopenkorpi,2022,2,20,02:00,-3.0,52
8297,Lahti Sopenkorpi,2022,2,21,02:00,-2.8,53
8298,Lahti Sopenkorpi,2022,2,22,02:00,-4.9,59
8299,Lahti Sopenkorpi,2022,2,23,02:00,-10.0,59
8300,Lahti Sopenkorpi,2022,2,24,02:00,0.8,58
8301,Lahti Sopenkorpi,2022,2,25,02:00,0.8,53
8302,Lahti Sopenkorpi,2022,2,26,02:00,-3.7,65
8303,Lahti Sopenkorpi,2022,2,27,02:00,-4.1,64
8304,Lahti Sopenkorpi,2022,2,28,02:00,-1.3,62
8305,Lahti Sopenkorpi,2022,3,1,02:00,-0.6,61
8306,Lahti Sopenkorpi,2022,3,2,02:00,0.4,61
8307,Lahti Sopenkorpi,2022,3,3,02:00,-1.1,59
8308,Lahti Sopenkorpi,2022,3,4,02:00,-4.5,58
8309,Lahti Sopenkorpi,2022,3,5,02:00,-5.7,59
8310,Lahti Sopenkorpi,2022,3,6,02:00,-0.7,59
8311,Lahti Sopenkorpi,2022,3,7,02:00,-3.5,59
8312,Lahti Sopenkorpi,2022,3,8,02:00,-5.5,62
8313,Lahti Sopenkorpi,2022,3,9,02:00,-6.1,65
8314,Lahti Sopenkorpi,2022,3,10,02:00,-5.5,65
8315,Lahti Sopenkorpi,2022,3,11,02:00,0.5,65
8316,Lahti Sopenkorpi,2022,3,12,02:00,-0.1,64
8317,Lahti Sopenkorpi,2022,3,13,02:00,1.4,63
8318,Lahti Sopenkorpi,2022,3,14,02:00,1.3,63
8319,Lahti Sopenkorpi,2022,3,15,02:00,-0.4,63
8320,Lahti Sopenkorpi,2022,3,16,02:00,-0.6,63
8321,Lahti Sopenkorpi,2022,3,17,02:00,0.0,63
8322,Lahti Sopenkorpi,2022,3,18,02:00,0.4,62
8323,Lahti Sopenkorpi,2022,3,19,02:00,3.9,61
8324,Lahti Sopenkorpi,2022,3,20,02:00,7.2,58
8325,Lahti Sopenkorpi,2022,3,21,02:00,4.3,56
8326,Lahti Sopenkorpi,2022,3,22,02:00,2.4,54
8327,Lahti Sopenkorpi,2022,3,23,02:00,1.5,53
8328,Lahti Sopenkorpi,2022,3,24,02:00,3.5,53
8329,Lahti Sopenkorpi,2022,3,25,02:00,3.8,50
8330,Lahti Sopenkorpi,2022,3,26,02:00,-0.2,46
8331,Lahti Sopenkorpi,2022,3,27,02:00,-3.5,45
8332,Lahti Sopenkorpi,2022,3,28,03:00,0.2,53
8333,Lahti Sopenkorpi,2022,3,29,03:00,-4.4,48
8334,Lahti Sopenkorpi,2022,3,30,03:00,-3.8,48
8335,Lahti Sopenkorpi,2022,3,31,03:00,-3.4,48
8336,Lahti Sopenkorpi,2022,4,1,03:00,-4.0,48
8337,Lahti Sopenkorpi,2022,4,2,03:00,-3.9,48
8338,Lahti Sopenkorpi,2022,4,3,03:00,-0.8,48
8339,Lahti Sopenkorpi,2022,4,4,03:00,-0.2,46
8340,Lahti Sopenkorpi,2022,4,5,03:00,-1.1,58
8341,Lahti Sopenkorpi,2022,4,6,03:00,-3.1,59
8342,Lahti Sopenkorpi,2022,4,7,03:00,-1.4,58
8343,Lahti Sopenkorpi,2022,4,8,03:00,3.1,56
8344,Lahti Sopenkorpi,2022,4,9,03:00,1.1,50
8345,Lahti Sopenkorpi,2022,4,10,03:00,1.7,52
8346,Lahti Sopenkorpi,2022,4,11,03:00,4.6,49
8347,Lahti Sopenkorpi,2022,4,12,03:00,4.8,46
8348,Lahti Sopenkorpi,2022,4,13,03:00,3.9,40
8349,Lahti Sopenkorpi,2022,4,14,03:00,2.4,36
8350,Lahti Sopenkorpi,2022,4,15,03:00,2.6,33
8351,Lahti Sopenkorpi,2022,4,16,03:00,2.6,30
8352,Lahti Sopenkorpi,2022,4,17,03:00,4.4,27
8353,Lahti Sopenkorpi,2022,4,18,03:00,7.8,23
8354,Lahti Sopenkorpi,2022,4,19,03:00,7.7,18
8355,Lahti Sopenkorpi,2022,4,20,03:00,9.2,11
8356,Lahti Sopenkorpi,2022,4,21,03:00,9.1,-1
8357,Lahti Sopenkorpi,2022,4,22,03:00,8.1,-1
8358,Lahti Sopenkorpi,2022,4,23,03:00,7.1,-1
8359,Lahti Sopenkorpi,2022,4,24,03:00,5.6,-1
8360,Lahti Sopenkorpi,2022,4,25,03:00,5.8,-1
8361,Lahti Sopenkorpi,2022,4,26,03:00,4.5,-1
8362,Lahti Sopenkorpi,2022,4,27,03:00,1.3,-1
8363,Lahti Sopenkorpi,2022,4,28,03:00,1.5,-1
8364,Lahti Sopenkorpi,2022,4,29,03:00,2.0,-1
8365,Lahti Sopenkorpi,2022,4,30,03:00,3.8,-1
8366,Lahti Sopenkorpi,2022,5,1,03:00,5.6,-1
8367,Lahti Sopenkorpi,2022,5,2,03:00,7.1,-1
8368,Lahti Sopenkorpi,2022,5,3,03:00,3.5,-1
8369,Lahti Sopenkorpi,2022,5,4,03:00,3.7,-1
8370,Lahti Sopenkorpi,2022,5,5,03:00,7.0,-1
8371,Lahti Sopenkorpi,2022,5,6,03:00,10.9,-1
8372,Lahti Sopenkorpi,2022,5,7,03:00,8.2,-1
8373,Lahti Sopenkorpi,2022,5,8,03:00,5.8,-1
8374,Lahti Sopenkorpi,2022,5,9,03:00,7.0,-1
8375,Lahti Sopenkorpi,2022,5,10,03:00,10.0,-1
8376,Lahti Sopenkorpi,2022,5,11,03:00,9.7,-1
8377,Lahti Sopenkorpi,2022,5,12,03:00,9.0,-1
8378,Lahti Sopenkorpi,2022,5,13,03:00,11.5,-1
8379,Lahti Sopenkorpi,2022,5,14,03:00,10.6,-1
8380,Lahti Sopenkorpi,2022,5,15,03:00,9.1,-1
8381,Lahti Sopenkorpi,2022,5,16,03:00,9.4,-1
8382,Lahti Sopenkorpi,2022,5,17,03:00,6.6,-1
8383,Lahti Sopenkorpi,2022,5,18,03:00,12.1,-1
8384,Lahti Sopenkorpi,2022,5,19,03:00,10.7,-1
8385,Lahti Sopenkorpi,2022,5,20,03:00,10.9,-1
8386,Lahti Sopenkorpi,2022,5,21,03:00,10.1,-1
8387,Lahti Sopenkorpi,2022,5,22,03:00,11.4,-1
8388,Lahti Sopenkorpi,2022,5,23,03:00,14.9,-1
8389,Lahti Sopenkorpi,2022,5,24,03:00,15.8,-1
8390,Lahti Sopenkorpi,2022,5,25,03:00,16.3,-1
8391,Lahti Sopenkorpi,2022,5,26,03:00,9.6,-1
8392,Lahti Sopenkorpi,2022,5,27,03:00,9.8,-1
8393,Lahti Sopenkorpi,2022,5,28,03:00,10.9,-1
8394,Lahti Sopenkorpi,2022,5,29,03:00,12.2,-1
8395,Lahti Sopenkorpi,2022,5,30,03:00,14.3,-1
8396,Lahti Sopenkorpi,2022,5,31,03:00,12.2,-1
8397,Lahti Sopenkorpi,2022,6,1,03:00,14.3,-1
8398,Lahti Sopenkorpi,2022,6,2,03:00,11.4,-1
8399,Lahti Sopenkorpi,2022,6,3,03:00,13.8,-1
8400,Lahti Sopenkorpi,2022,6,4,03:00,13.8,-1
8401,Lahti Sopenkorpi,2022,6,5,03:00,13.4,-1
8402,Lahti Sopenkorpi,2022,6,6,03:00,13.0,-1
8403,Lahti Sopenkorpi,2022,6,7,03:00,15.6,-1
8404,Lahti Sopenkorpi,2022,6,8,03:00,14.6,-1
8405,Lahti Sopenkorpi,2022,6,9,03:00,15.5,-1
8406,Lahti Sopenkorpi,2022,6,10,03:00,14.5,-1
8407,Lahti Sopenkorpi,2022,6,11,03:00,18.4,-1
8408,Lahti Sopenkorpi,2022,6,12,03:00,17.2,-1
8409,Lahti Sopenkorpi,2022,6,13,03:00,15.0,-1
8410,Lahti Sopenkorpi,2022,6,14,03:00,15.1,-1
8411,Lahti Sopenkorpi,2022,6,15,03:00,17.4,-1
8412,Lahti Sopenkorpi,2022,6,16,03:00,14.8,-1
8413,Lahti Sopenkorpi,2022,6,17,03:00,14.1,-1
8414,Lahti Sopenkorpi,2022,6,18,03:00,12.8,-1
8415,Lahti Sopenkorpi,2022,6,19,03:00,13.7,-1
8416,Lahti Sopenkorpi,2022,6,20,03:00,13.7,-1
8417,Lahti Sopenkorpi,2022,6,21,03:00,15.9,-1
8418,Lahti Sopenkorpi,2022,6,22,03:00,17.7,-1
8419,Lahti Sopenkorpi,2022,6,23,03:00,18.8,-1
8420,Lahti Sopenkorpi,2022,6,24,03:00,21.1,-1
8421,Lahti Sopenkorpi,2022,6,25,03:00,22.9,-1
8422,Lahti Sopenkorpi,2022,6,26,03:00,24.2,-1
8423,Lahti Sopenkorpi,2022,6,27,03:00,25.3,-1
8424,Lahti Sopenkorpi,2022,6,28,03:00,25.8,-1
8425,Lahti Sopenkorpi,2022,6,29,03:00,23.4,-1
8426,Lahti Sopenkorpi,2022,6,30,03:00,23.2,-1
8427,Lahti Sopenkorpi,2022,7,1,03:00,23.9,-1
8428,Lahti Sopenkorpi,2022,7,2,03:00,25.4,-1
8429,Lahti Sopenkorpi,2022,7,3,03:00,22.9,-1
8430,Lahti Sopenkorpi,2022,7,4,03:00,21.8,-1
8431,Lahti Sopenkorpi,2022,7,5,03:00,17.8,-1
8432,Lahti Sopenkorpi,2022,7,6,03:00,16.6,-1
8433,Lahti Sopenkorpi,2022,7,7,03:00,16.1,-1
8434,Lahti Sopenkorpi,2022,7,8,03:00,16.4,-1
8435,Lahti Sopenkorpi,2022,7,9,03:00,16.1,-1
8436,Lahti Sopenkorpi,2022,7,10,03:00,17.3,-1
8437,Lahti Sopenkorpi,2022,7,11,03:00,18.5,-1
8438,Lahti Sopenkorpi,2022,7,12,03:00,20.0,-1
8439,Lahti Sopenkorpi,2022,7,13,03:00,20.6,-1
8440,Lahti Sopenkorpi,2022,7,14,03:00,16.5,-1
