,Year,Month,Day,Direct solar radiation mean [W/m2]
0,2004,3,8,8.5
1,2004,3,9,285.8
2,2004,3,10,296.6
3,2004,3,11,231.2
4,2004,3,12,290.9
5,2004,3,13,266.5
6,2004,3,14,12.5
7,2004,3,15,5.7
8,2004,3,16,6.1
9,2004,3,17,221.3
10,2004,3,18,41.8
11,2004,3,19,274.6
12,2004,3,20,5.2
13,2004,3,21,6.8
14,2004,3,22,8.7
15,2004,3,23,16.4
16,2004,3,24,15.1
17,2004,3,25,7.0
18,2004,3,26,21.1
19,2004,3,27,70.4
20,2004,3,28,290.6
21,2004,3,29,217.7
22,2004,3,30,278.1
23,2004,3,31,356.1
24,2004,4,1,391.3
25,2004,4,2,371.5
26,2004,4,3,380.0
27,2004,4,4,368.5
28,2004,4,5,249.4
29,2004,4,6,95.9
30,2004,4,7,254.9
31,2004,4,8,383.8
32,2004,4,9,360.9
33,2004,4,10,102.5
34,2004,4,11,221.0
35,2004,4,12,309.5
36,2004,4,13,384.9
37,2004,4,14,28.3
38,2004,4,15,294.0
39,2004,4,16,39.8
40,2004,4,17,339.0
41,2004,4,18,289.3
42,2004,4,19,307.3
43,2004,4,20,11.6
44,2004,4,21,130.0
45,2004,4,22,225.7
46,2004,4,23,400.8
47,2004,4,24,329.9
48,2004,4,25,400.4
49,2004,4,26,396.3
50,2004,4,27,364.6
51,2004,4,28,78.8
52,2004,4,29,46.6
53,2004,4,30,388.2
54,2004,5,1,199.9
55,2004,5,2,357.8
56,2004,5,3,301.1
57,2004,5,4,24.5
58,2004,5,5,282.9
59,2004,5,6,356.2
60,2004,5,7,336.5
61,2004,5,8,235.9
62,2004,5,9,396.3
63,2004,5,10,149.7
64,2004,5,11,226.3
65,2004,5,12,318.6
66,2004,5,13,230.1
67,2004,5,14,141.8
68,2004,5,15,268.4
69,2004,5,16,232.3
70,2004,5,17,378.8
71,2004,5,18,60.4
72,2004,5,19,69.6
73,2004,5,20,321.4
74,2004,5,21,173.5
75,2004,5,22,123.9
76,2004,5,23,364.5
77,2004,5,24,424.5
78,2004,5,25,459.1
79,2004,5,26,435.1
80,2004,5,27,109.9
81,2004,5,28,253.1
82,2004,5,29,165.4
83,2004,5,30,188.4
84,2004,5,31,37.7
85,2004,6,1,321.8
86,2004,6,2,326.5
87,2004,6,3,443.2
88,2004,6,4,328.3
89,2004,6,5,460.4
90,2004,6,6,121.7
91,2004,6,7,129.8
92,2004,6,8,22.4
93,2004,6,9,447.4
94,2004,6,10,311.3
95,2004,6,11,8.6
96,2004,6,12,11.4
97,2004,6,13,265.8
98,2004,6,14,173.2
99,2004,6,15,402
100,2004,6,16,28.4
101,2004,6,17,211
102,2004,6,18,199.9
103,2004,6,19,324.7
104,2004,6,20,361.3
105,2004,6,21,31.1
106,2004,6,22,190
107,2004,6,23,-
108,2004,6,24,-
109,2004,6,25,379
110,2004,6,26,233.4
111,2004,6,27,10.1
112,2004,6,28,10.9
113,2004,6,29,112.7
114,2004,6,30,7.5
115,2004,7,1,44
116,2004,7,2,335.1
117,2004,7,3,6.7
118,2004,7,4,294.1
119,2004,7,5,251
120,2004,7,6,302.9
121,2004,7,7,92.2
122,2004,7,8,495
123,2004,7,9,178.9
124,2004,7,10,108.2
125,2004,7,11,133.2
126,2004,7,12,216.7
127,2004,7,13,160.6
128,2004,7,14,220.7
129,2004,7,15,307.2
130,2004,7,16,385
131,2004,7,17,182.8
132,2004,7,18,397.4
133,2004,7,19,224.3
134,2004,7,20,292.4
135,2004,7,21,163.1
136,2004,7,22,69.8
137,2004,7,23,162.8
138,2004,7,24,209.4
139,2004,7,25,132.6
140,2004,7,26,149.2
141,2004,7,27,112.3
142,2004,7,28,13.5
143,2004,7,29,10.6
144,2004,7,30,29.6
145,2004,7,31,31.9
146,2004,8,1,214.1
147,2004,8,2,176.7
148,2004,8,3,190.4
149,2004,8,4,331.3
150,2004,8,5,348.8
151,2004,8,6,358.7
152,2004,8,7,359.4
153,2004,8,8,216.6
154,2004,8,9,197.8
299,2004,8,9,197.8
155,2004,8,10,374.4
300,2004,8,10,374.4
156,2004,8,11,149.9
301,2004,8,11,149.9
157,2004,8,12,299.4
302,2004,8,12,299.4
158,2004,8,13,221.3
303,2004,8,13,221.3
159,2004,8,14,244.5
304,2004,8,14,244.5
160,2004,8,15,127.6
305,2004,8,15,127.6
161,2004,8,16,301
306,2004,8,16,301
162,2004,8,17,18.5
307,2004,8,17,18.5
163,2004,8,18,85.7
308,2004,8,18,85.7
164,2004,8,19,90.1
309,2004,8,19,90.1
165,2004,8,20,209.3
310,2004,8,20,209.3
166,2004,8,21,143.8
311,2004,8,21,143.8
167,2004,8,22,146.2
312,2004,8,22,146.2
168,2004,8,23,245.5
313,2004,8,23,245.5
169,2004,8,24,307.3
314,2004,8,24,307.3
170,2004,8,25,272.5
315,2004,8,25,272.5
171,2004,8,26,5.4
316,2004,8,26,5.4
172,2004,8,27,179.7
317,2004,8,27,179.7
173,2004,8,28,135.6
318,2004,8,28,135.6
174,2004,8,29,323.6
319,2004,8,29,323.6
175,2004,8,30,17.4
320,2004,8,30,17.4
176,2004,8,31,43.7
321,2004,8,31,43.7
177,2004,9,1,63.1
322,2004,9,1,63.1
178,2004,9,2,10.3
323,2004,9,2,10.3
179,2004,9,3,36.9
324,2004,9,3,36.9
180,2004,9,4,280.3
325,2004,9,4,280.3
181,2004,9,5,185.7
326,2004,9,5,185.7
182,2004,9,6,80.6
327,2004,9,6,80.6
183,2004,9,7,140
328,2004,9,7,140
184,2004,9,8,262.5
329,2004,9,8,262.5
185,2004,9,9,197.3
330,2004,9,9,197.3
186,2004,9,10,188.1
331,2004,9,10,188.1
187,2004,9,11,272.4
332,2004,9,11,272.4
188,2004,9,12,23.1
333,2004,9,12,23.1
189,2004,9,13,123.5
334,2004,9,13,123.5
190,2004,9,14,117.6
335,2004,9,14,117.6
191,2004,9,15,-
336,2004,9,15,-
192,2004,9,16,-
337,2004,9,16,-
193,2004,9,17,24.6
338,2004,9,17,24.6
194,2004,9,18,6.3
339,2004,9,18,6.3
195,2004,9,19,50.4
340,2004,9,19,50.4
196,2004,9,20,284.8
341,2004,9,20,284.8
197,2004,9,21,22.8
342,2004,9,21,22.8
198,2004,9,22,17.8
343,2004,9,22,17.8
199,2004,9,23,60.4
344,2004,9,23,60.4
200,2004,9,24,75.1
345,2004,9,24,75.1
201,2004,9,25,68.7
346,2004,9,25,68.7
202,2004,9,26,232.8
347,2004,9,26,232.8
203,2004,9,27,6.3
348,2004,9,27,6.3
204,2004,9,28,27.4
349,2004,9,28,27.4
205,2004,9,29,113.3
350,2004,9,29,113.3
206,2004,9,30,129.8
351,2004,9,30,129.8
207,2004,10,1,271.5
352,2004,10,1,271.5
208,2004,10,2,178.1
353,2004,10,2,178.1
209,2004,10,3,5.5
354,2004,10,3,5.5
210,2004,10,4,192.3
355,2004,10,4,192.3
211,2004,10,5,14.4
356,2004,10,5,14.4
212,2004,10,6,8.4
357,2004,10,6,8.4
213,2004,10,7,173.9
358,2004,10,7,173.9
214,2004,10,8,63.9
359,2004,10,8,63.9
215,2004,10,9,216.5
360,2004,10,9,216.5
216,2004,10,10,254.7
361,2004,10,10,254.7
217,2004,10,11,130.9
362,2004,10,11,130.9
218,2004,10,12,256.1
363,2004,10,12,256.1
219,2004,10,13,-
364,2004,10,13,-
220,2004,10,14,-
365,2004,10,14,-
221,2004,10,15,166.4
366,2004,10,15,166.4
222,2004,10,16,79.2
367,2004,10,16,79.2
223,2004,10,17,5
368,2004,10,17,5
224,2004,10,18,4.4
369,2004,10,18,4.4
225,2004,10,19,4.3
370,2004,10,19,4.3
226,2004,10,20,14.3
371,2004,10,20,14.3
227,2004,10,21,4.5
372,2004,10,21,4.5
228,2004,10,22,17.8
373,2004,10,22,17.8
229,2004,10,23,20.7
374,2004,10,23,20.7
230,2004,10,24,22.2
375,2004,10,24,22.2
231,2004,10,25,153.3
376,2004,10,25,153.3
232,2004,10,26,5
377,2004,10,26,5
233,2004,10,27,18.9
378,2004,10,27,18.9
234,2004,10,28,210
379,2004,10,28,210
235,2004,10,29,101
380,2004,10,29,101
236,2004,10,30,19.8
381,2004,10,30,19.8
237,2004,10,31,4
382,2004,10,31,4
238,2004,11,1,173.9
383,2004,11,1,173.9
239,2004,11,2,163.1
384,2004,11,2,163.1
240,2004,11,3,38.3
385,2004,11,3,38.3
241,2004,11,4,4.2
386,2004,11,4,4.2
242,2004,11,5,19.5
387,2004,11,5,19.5
243,2004,11,6,34.1
388,2004,11,6,34.1
244,2004,11,7,4.5
389,2004,11,7,4.5
245,2004,11,8,11.6
390,2004,11,8,11.6
246,2004,11,9,5.9
391,2004,11,9,5.9
247,2004,11,10,4
392,2004,11,10,4
248,2004,11,11,4.2
393,2004,11,11,4.2
249,2004,11,12,3.9
394,2004,11,12,3.9
250,2004,11,13,71.7
395,2004,11,13,71.7
251,2004,11,14,113.7
396,2004,11,14,113.7
252,2004,11,15,4.1
397,2004,11,15,4.1
253,2004,11,16,24.4
398,2004,11,16,24.4
254,2004,11,17,9.5
399,2004,11,17,9.5
255,2004,11,18,4.4
400,2004,11,18,4.4
256,2004,11,19,66.6
401,2004,11,19,66.6
257,2004,11,20,7.6
402,2004,11,20,7.6
258,2004,11,21,66.7
403,2004,11,21,66.7
259,2004,11,22,7.1
404,2004,11,22,7.1
260,2004,11,23,4.3
405,2004,11,23,4.3
261,2004,11,24,107.3
406,2004,11,24,107.3
262,2004,11,25,32.1
407,2004,11,25,32.1
263,2004,11,26,33.3
408,2004,11,26,33.3
264,2004,11,27,107
409,2004,11,27,107
265,2004,11,28,27.9
410,2004,11,28,27.9
266,2004,11,29,3.9
411,2004,11,29,3.9
267,2004,11,30,4
412,2004,11,30,4
268,2004,12,1,3.9
413,2004,12,1,3.9
269,2004,12,2,3.7
414,2004,12,2,3.7
270,2004,12,3,39.6
415,2004,12,3,39.6
271,2004,12,4,4.6
416,2004,12,4,4.6
272,2004,12,5,3.9
417,2004,12,5,3.9
273,2004,12,6,4.2
418,2004,12,6,4.2
274,2004,12,7,3.9
419,2004,12,7,3.9
275,2004,12,8,3.9
420,2004,12,8,3.9
276,2004,12,9,61.3
277,2004,12,10,42
278,2004,12,11,3.9
279,2004,12,12,64.4
280,2004,12,13,10.6
281,2004,12,14,3.8
282,2004,12,15,3.7
283,2004,12,16,5.1
284,2004,12,17,3.8
285,2004,12,18,4.2
286,2004,12,19,3.7
287,2004,12,20,11.9
288,2004,12,21,47.8
289,2004,12,22,3.6
290,2004,12,23,30.9
291,2004,12,24,55.7
292,2004,12,25,4
293,2004,12,26,3.8
294,2004,12,27,85.3
295,2004,12,28,4.7
296,2004,12,29,3.8
297,2004,12,30,3.7
298,2004,12,31,77.2
4007,2005,1,1,44.8
4008,2005,1,2,0.1
4009,2005,1,3,45.4
4010,2005,1,4,1.6
4011,2005,1,5,0.2
4012,2005,1,6,0.2
4013,2005,1,7,0
4014,2005,1,8,0.2
4015,2005,1,9,0.2
4016,2005,1,10,0.2
4017,2005,1,11,58.1
4018,2005,1,12,0
4019,2005,1,13,0.1
4020,2005,1,14,0.7
4021,2005,1,15,-
4022,2005,1,16,-
4023,2005,1,17,-
4024,2005,1,18,-
4025,2005,1,19,-
4026,2005,1,20,-
4027,2005,1,21,0.4
4028,2005,1,22,0.5
4029,2005,1,23,0.7
4030,2005,1,24,0.4
4031,2005,1,25,19.8
4032,2005,1,26,0.7
4033,2005,1,27,9
4034,2005,1,28,1.9
4035,2005,1,29,30.3
4036,2005,1,30,0.5
4037,2005,1,31,102.7
4038,2005,2,1,1
4039,2005,2,2,1.4
4040,2005,2,3,0.6
4041,2005,2,4,0.8
4042,2005,2,5,0.2
4043,2005,2,6,0.5
4044,2005,2,7,1.3
4045,2005,2,8,36.5
4046,2005,2,9,1
4047,2005,2,10,0.7
4048,2005,2,11,14.2
4049,2005,2,12,19.4
4050,2005,2,13,0.9
4051,2005,2,14,3.1
4052,2005,2,15,94
4053,2005,2,16,124.1
4054,2005,2,17,1.6
4055,2005,2,18,0.5
4056,2005,2,19,0.9
4057,2005,2,20,2
4058,2005,2,21,31.5
4059,2005,2,22,121.8
4060,2005,2,23,153.8
4061,2005,2,24,143.6
4062,2005,2,25,57.2
4063,2005,2,26,118.9
4064,2005,2,27,181.4
4065,2005,2,28,79.9
4066,2005,3,1,222.8
4067,2005,3,2,58.3
4068,2005,3,3,177.5
4069,2005,3,4,178.9
4070,2005,3,5,118.6
4071,2005,3,6,191.9
4072,2005,3,7,78.9
4073,2005,3,8,108.2
4074,2005,3,9,232.3
4075,2005,3,10,42.3
4076,2005,3,11,248.2
4077,2005,3,12,63.2
4078,2005,3,13,209
4079,2005,3,14,214.6
4080,2005,3,15,206
4081,2005,3,16,174.7
4082,2005,3,17,2.4
4083,2005,3,18,38.5
4084,2005,3,19,122.1
4085,2005,3,20,142.1
4086,2005,3,21,119
4087,2005,3,22,191.8
4088,2005,3,23,6.5
4089,2005,3,24,110.1
4090,2005,3,25,199.5
4091,2005,3,26,218.7
4092,2005,3,27,122.3
4093,2005,3,28,113.1
4094,2005,3,29,102.6
4095,2005,3,30,115.4
4096,2005,3,31,274.4
4097,2005,4,1,262
4098,2005,4,2,51.5
4099,2005,4,3,177.8
4100,2005,4,4,225.7
4101,2005,4,5,142.4
4102,2005,4,6,179.1
4103,2005,4,7,23.6
4104,2005,4,8,48.6
4727,2005,4,9,59.9
4728,2005,4,10,131.7
4729,2005,4,11,19.5
4730,2005,4,12,133.3
4731,2005,4,13,112.4
4732,2005,4,14,186.9
4733,2005,4,15,-
4734,2005,4,16,-
4735,2005,4,17,287.7
4736,2005,4,18,278.5
4737,2005,4,19,233.7
4738,2005,4,20,62.8
4739,2005,4,21,90.8
4740,2005,4,22,17
4741,2005,4,23,119
4742,2005,4,24,266.6
4743,2005,4,25,285.1
4744,2005,4,26,202.8
4745,2005,4,27,189.4
4746,2005,4,28,130.4
4747,2005,4,29,131.8
4748,2005,4,30,7
4749,2005,5,1,96.1
4750,2005,5,2,152.9
4751,2005,5,3,5.8
4752,2005,5,4,4.3
4753,2005,5,5,2.2
4754,2005,5,6,134.4
4755,2005,5,7,73.8
4756,2005,5,8,172.1
4757,2005,5,9,168
4758,2005,5,10,176.1
4759,2005,5,11,121.3
4760,2005,5,12,170.3
4761,2005,5,13,252.7
4762,2005,5,14,270.7
4763,2005,5,15,13.6
4764,2005,5,16,47.4
4765,2005,5,17,76.6
4766,2005,5,18,21.6
4767,2005,5,19,190.3
4768,2005,5,20,304.6
4769,2005,5,21,302.6
4770,2005,5,22,75.7
4771,2005,5,23,120.3
4772,2005,5,24,120.4
4773,2005,5,25,238.3
4774,2005,5,26,50.9
4775,2005,5,27,218.7
4776,2005,5,28,360.8
4777,2005,5,29,6.1
4778,2005,5,30,18.5
4779,2005,5,31,122.7
4780,2005,6,1,38.6
4781,2005,6,2,180.2
4782,2005,6,3,171
4783,2005,6,4,4.6
4784,2005,6,5,41.6
4785,2005,6,6,9.6
4786,2005,6,7,144
4787,2005,6,8,320.2
4788,2005,6,9,168.9
4789,2005,6,10,262.3
4790,2005,6,11,115.9
4791,2005,6,12,13.1
4792,2005,6,13,13.5
4793,2005,6,14,206.7
4794,2005,6,15,240
4795,2005,6,16,306.3
4796,2005,6,17,127.9
4797,2005,6,18,217.6
4798,2005,6,19,283.3
4799,2005,6,20,264.3
4800,2005,6,21,190.9
4801,2005,6,22,128.3
4802,2005,6,23,132.9
4803,2005,6,24,223.8
4804,2005,6,25,62.7
4805,2005,6,26,307.2
4806,2005,6,27,74.5
4807,2005,6,28,86.3
4808,2005,6,29,66.5
4809,2005,6,30,28.7
4810,2005,7,1,276.6
4811,2005,7,2,299.8
4812,2005,7,3,346.7
4813,2005,7,4,270.2
4814,2005,7,5,-
4815,2005,7,6,-
4816,2005,7,7,-
4817,2005,7,8,185.6
4818,2005,7,9,284.6
4819,2005,7,10,318.1
4820,2005,7,11,296.1
4821,2005,7,12,313.4
4822,2005,7,13,312.5
4823,2005,7,14,325.9
4824,2005,7,15,163.5
4825,2005,7,16,132.6
4826,2005,7,17,67.7
4827,2005,7,18,131.4
4828,2005,7,19,38.5
4829,2005,7,20,119.7
4830,2005,7,21,158.8
4831,2005,7,22,4.5
4832,2005,7,23,52.3
4833,2005,7,24,39
4834,2005,7,25,32.3
4835,2005,7,26,59.2
4836,2005,7,27,29.1
4837,2005,7,28,239.6
4838,2005,7,29,111.8
4839,2005,7,30,262.8
4840,2005,7,31,267.1
4841,2005,8,1,22.5
4842,2005,8,2,90.3
4843,2005,8,3,317.9
4844,2005,8,4,4.7
4845,2005,8,5,177
4846,2005,8,6,131.3
4847,2005,8,7,96
4848,2005,8,8,2.5
4943,2005,8,9,117.3
4944,2005,8,10,3.8
4945,2005,8,11,4.5
4946,2005,8,12,-
4947,2005,8,13,-
4948,2005,8,14,32.8
4949,2005,8,15,190.2
4950,2005,8,16,19.9
4951,2005,8,17,202.5
4952,2005,8,18,246.7
4953,2005,8,19,262.9
4954,2005,8,20,213.7
4955,2005,8,21,84.5
4956,2005,8,22,263.5
4957,2005,8,23,129.7
4958,2005,8,24,151.8
4959,2005,8,25,173.6
4960,2005,8,26,12.8
4961,2005,8,27,116.8
4962,2005,8,28,19
4963,2005,8,29,77.1
4964,2005,8,30,103.9
4965,2005,8,31,269.2
4966,2005,9,1,282.3
4967,2005,9,2,280
4968,2005,9,3,106.1
4969,2005,9,4,147.7
4970,2005,9,5,75.9
4971,2005,9,6,73.4
4972,2005,9,7,177.9
4973,2005,9,8,26.1
4974,2005,9,9,253.8
4975,2005,9,10,144.8
4976,2005,9,11,201.9
4977,2005,9,12,8.6
4978,2005,9,13,190.5
4979,2005,9,14,1.9
4980,2005,9,15,4.4
4981,2005,9,16,219.8
4982,2005,9,17,203.4
4983,2005,9,18,26.7
4984,2005,9,19,147.9
4985,2005,9,20,1.8
4986,2005,9,21,57.1
4987,2005,9,22,94.3
4988,2005,9,23,89.6
4989,2005,9,24,25.1
4990,2005,9,25,13.5
4991,2005,9,26,122.6
4992,2005,9,27,113.6
4993,2005,9,28,3.4
4994,2005,9,29,92.7
4995,2005,9,30,138.8
4996,2005,10,1,68.4
4997,2005,10,2,10.1
4998,2005,10,3,84.8
4999,2005,10,4,124.5
5000,2005,10,5,202
5001,2005,10,6,1.8
5002,2005,10,7,18.8
5003,2005,10,8,105
5004,2005,10,9,104.4
5005,2005,10,10,133.3
5006,2005,10,11,105
5007,2005,10,12,79.8
5008,2005,10,13,64.7
5009,2005,10,14,5.7
5010,2005,10,15,62.8
5011,2005,10,16,1.8
5012,2005,10,17,61.6
5013,2005,10,18,135.5
5014,2005,10,19,10.5
5015,2005,10,20,105.9
5016,2005,10,21,0.7
5017,2005,10,22,0.6
5018,2005,10,23,0.9
5019,2005,10,24,114.3
5020,2005,10,25,131.2
5021,2005,10,26,0.7
5022,2005,10,27,1.5
5023,2005,10,28,0.7
5024,2005,10,29,138.2
5025,2005,10,30,0.4
5026,2005,10,31,0.2
5027,2005,11,1,65.7
5028,2005,11,2,3.6
5029,2005,11,3,2.5
5030,2005,11,4,0.2
5031,2005,11,5,0.1
5032,2005,11,6,0.4
5033,2005,11,7,0.2
5034,2005,11,8,4.8
5035,2005,11,9,-
5036,2005,11,10,-
5037,2005,11,11,3.3
5038,2005,11,12,0.1
5039,2005,11,13,28.9
5040,2005,11,14,0.2
5041,2005,11,15,3.7
5042,2005,11,16,97.9
5043,2005,11,17,1.8
5044,2005,11,18,31.7
5045,2005,11,19,31.2
5046,2005,11,20,0.6
5047,2005,11,21,4.7
5048,2005,11,22,17.6
5049,2005,11,23,0.1
5050,2005,11,24,0.1
5051,2005,11,25,0.1
5052,2005,11,26,0.5
5053,2005,11,27,3.1
5054,2005,11,28,0.1
5055,2005,11,29,0.5
5056,2005,11,30,0.4
5057,2005,12,1,8.7
5058,2005,12,2,0.2
5059,2005,12,3,4
5060,2005,12,4,46.8
5061,2005,12,5,0.2
5062,2005,12,6,0.2
5063,2005,12,7,0.3
5064,2005,12,8,0.2
5065,2005,12,9,0.5
5066,2005,12,10,1.4
5067,2005,12,11,0.3
5068,2005,12,12,37.6
5069,2005,12,13,64.9
5070,2005,12,14,40.7
5071,2005,12,15,0.2
5072,2005,12,16,14.3
5073,2005,12,17,7.8
5074,2005,12,18,50.9
5075,2005,12,19,0.4
5076,2005,12,20,0.4
5077,2005,12,21,66.4
5078,2005,12,22,43.6
5079,2005,12,23,0.2
5080,2005,12,24,0.1
5081,2005,12,25,14.7
5082,2005,12,26,1.3
5083,2005,12,27,0.3
5084,2005,12,28,2.5
5085,2005,12,29,0.2
5086,2005,12,30,0.3
5087,2005,12,31,0.2
4105,2006,1,1,0.4
4106,2006,1,2,0.4
4107,2006,1,3,1.6
4108,2006,1,4,0.5
4109,2006,1,5,0.5
4110,2006,1,6,0.4
4111,2006,1,7,0.5
4112,2006,1,8,47.9
4113,2006,1,9,0.3
4114,2006,1,10,0.8
4115,2006,1,11,0.1
4116,2006,1,12,76.0
4117,2006,1,13,0.8
4118,2006,1,14,27.2
4119,2006,1,15,0.4
4120,2006,1,16,0.2
4121,2006,1,17,0.4
4122,2006,1,18,93.4
4123,2006,1,19,97.7
4124,2006,1,20,57.1
4125,2006,1,21,89.1
4126,2006,1,22,100.6
4127,2006,1,23,0.3
4128,2006,1,24,0.2
4129,2006,1,25,0.9
4130,2006,1,26,1.3
4131,2006,1,27,102.0
4132,2006,1,28,28.4
4133,2006,1,29,96.2
4134,2006,1,30,35.6
4135,2006,1,31,1.6
4136,2006,2,1,0.6
4137,2006,2,2,0.6
4138,2006,2,3,8.2
4139,2006,2,4,79.2
4140,2006,2,5,129.5
4141,2006,2,6,61.4
4142,2006,2,7,39.0
4143,2006,2,8,42.4
4144,2006,2,9,0.9
4145,2006,2,10,1.3
4146,2006,2,11,83.2
4147,2006,2,12,1.5
4148,2006,2,13,1.3
4149,2006,2,14,1.9
4150,2006,2,15,2.3
4151,2006,2,16,28.8
4152,2006,2,17,85.1
4153,2006,2,18,2.6
4154,2006,2,19,1.7
4155,2006,2,20,16.2
4156,2006,2,21,37.8
4157,2006,2,22,2.3
4158,2006,2,23,49.1
4159,2006,2,24,4.5
4160,2006,2,25,106.5
4161,2006,2,26,126.9
4162,2006,2,27,192.7
4163,2006,2,28,54.5
4164,2006,3,1,81.2
4165,2006,3,2,7.6
4166,2006,3,3,11.9
4167,2006,3,4,4.3
4168,2006,3,5,4.2
4169,2006,3,6,50.6
4170,2006,3,7,131.0
4171,2006,3,8,5.7
4172,2006,3,9,167.9
4173,2006,3,10,150.9
4174,2006,3,11,175.0
4175,2006,3,12,207.1
4176,2006,3,13,237.6
4177,2006,3,14,12.3
4178,2006,3,15,40.0
4179,2006,3,16,108.6
4180,2006,3,17,144.7
4181,2006,3,18,6.9
4182,2006,3,19,42.6
4183,2006,3,20,218.9
4184,2006,3,21,159.1
4185,2006,3,22,215.6
4186,2006,3,23,226.9
4187,2006,3,24,106.3
4188,2006,3,25,190.7
4189,2006,3,26,199.4
4190,2006,3,27,57.9
4191,2006,3,28,2.9
4192,2006,3,29,4.1
4193,2006,3,30,3.0
4194,2006,3,31,6.7
4195,2006,4,1,3.3
4461,2006,4,2,4.1
4462,2006,4,3,3.2
4463,2006,4,4,3.9
4464,2006,4,5,8.2
4465,2006,4,6,31.8
4466,2006,4,7,8.2
4467,2006,4,8,-
4468,2006,4,9,-
4469,2006,4,10,-
4470,2006,4,11,5.4
4471,2006,4,12,157.9
4472,2006,4,13,-
4473,2006,4,14,-
4474,2006,4,15,-
4475,2006,4,16,-
4476,2006,4,17,-
4477,2006,4,18,-
4478,2006,4,19,88.6
4479,2006,4,20,13.5
4480,2006,4,21,169.8
4481,2006,4,22,239.6
4482,2006,4,23,290.7
4483,2006,4,24,284.7
4484,2006,4,25,81.6
4485,2006,4,26,200
4486,2006,4,27,174.2
4487,2006,4,28,149.7
4488,2006,4,29,169.5
4489,2006,4,30,300.4
4490,2006,5,1,250.3
4491,2006,5,2,83.4
4492,2006,5,3,122
4493,2006,5,4,218.8
4494,2006,5,5,228.4
4495,2006,5,6,267.1
4496,2006,5,7,273.1
4497,2006,5,8,235.7
4498,2006,5,9,298.2
4499,2006,5,10,300.2
4500,2006,5,11,226.5
4501,2006,5,12,148.4
4502,2006,5,13,107.2
4503,2006,5,14,319.3
4504,2006,5,15,106.7
4505,2006,5,16,206.9
4506,2006,5,17,329.3
4507,2006,5,18,179.3
4508,2006,5,19,74.3
4509,2006,5,20,3.1
4510,2006,5,21,42.2
4511,2006,5,22,180.9
4512,2006,5,23,3.9
4513,2006,5,24,4.8
4514,2006,5,25,114.6
4515,2006,5,26,3.9
4516,2006,5,27,13.6
4517,2006,5,28,88.6
4518,2006,5,29,76.9
4519,2006,5,30,111.9
4520,2006,5,31,152
4521,2006,6,1,228.8
4522,2006,6,2,262.3
4523,2006,6,3,3.1
4524,2006,6,4,285.2
4525,2006,6,5,170.8
4526,2006,6,6,72.7
4527,2006,6,7,77.3
4528,2006,6,8,108
4529,2006,6,9,83.2
4530,2006,6,10,340.8
4531,2006,6,11,287.8
4532,2006,6,12,333
4533,2006,6,13,335
4534,2006,6,14,219.7
4535,2006,6,15,243.2
4536,2006,6,16,-
4537,2006,6,17,-
4538,2006,6,18,347.5
4539,2006,6,19,251
4540,2006,6,20,280.7
4541,2006,6,21,161.4
4542,2006,6,22,40
4543,2006,6,23,207
4544,2006,6,24,294.2
4545,2006,6,25,213.4
4546,2006,6,26,195
4547,2006,6,27,2.1
4548,2006,6,28,21.2
4549,2006,6,29,259.4
4550,2006,6,30,336.4
4551,2006,7,1,297.2
4552,2006,7,2,208.5
4553,2006,7,3,309.6
4554,2006,7,4,259.4
4555,2006,7,5,340.3
4556,2006,7,6,217.4
4557,2006,7,7,272.2
4558,2006,7,8,246.9
4559,2006,7,9,261.6
4560,2006,7,10,157.6
4561,2006,7,11,182.5
4562,2006,7,12,240.5
4563,2006,7,13,265.6
4564,2006,7,14,272.5
4565,2006,7,15,287.4
4566,2006,7,16,348.7
4567,2006,7,17,281.7
4568,2006,7,18,298
4569,2006,7,19,239.1
4570,2006,7,20,121.7
4571,2006,7,21,24.1
4572,2006,7,22,71
4573,2006,7,23,245.2
4574,2006,7,24,-
4575,2006,7,25,-
4576,2006,7,26,-
4577,2006,7,27,314.1
4578,2006,7,28,-
4579,2006,7,29,-
4580,2006,7,30,-
4581,2006,7,31,-
4582,2006,8,1,-
4583,2006,8,2,-
4584,2006,8,3,225.6
4585,2006,8,4,244.2
4586,2006,8,5,301.3
4587,2006,8,6,192.8
4588,2006,8,7,201.5
4589,2006,8,8,23.4
4590,2006,8,9,76
4591,2006,8,10,133.5
4592,2006,8,11,215.7
4593,2006,8,12,133.7
4594,2006,8,13,77.2
4595,2006,8,14,62.6
4596,2006,8,15,27.9
4597,2006,8,16,108.3
4598,2006,8,17,42.2
4599,2006,8,18,167.2
4600,2006,8,19,166.9
4601,2006,8,20,72.8
4602,2006,8,21,81.3
4603,2006,8,22,35.2
4604,2006,8,23,140.9
4605,2006,8,24,189.7
4606,2006,8,25,136.1
4607,2006,8,26,151.7
4608,2006,8,27,126.4
4609,2006,8,28,12.2
4610,2006,8,29,53.8
4611,2006,8,30,166.8
4612,2006,8,31,108.5
4613,2006,9,1,123.4
4614,2006,9,2,34.1
4615,2006,9,3,43.8
4616,2006,9,4,56.2
4617,2006,9,5,46
4618,2006,9,6,127.1
4619,2006,9,7,8.9
4620,2006,9,8,10.8
4621,2006,9,9,150.8
4622,2006,9,10,186.1
4623,2006,9,11,190.5
4624,2006,9,12,141.4
4625,2006,9,13,211.4
4626,2006,9,14,171.1
4627,2006,9,15,255.9
