,Year,Month,Day,Direct solar radiation mean [W/m2]
3096,2019,5,11,0.8
3097,2019,5,12,257.7
3098,2019,5,13,24.0
3099,2019,5,14,345.7
3100,2019,5,15,532.4
3101,2019,5,16,471.1
3102,2019,5,17,503.3
3103,2019,5,18,512.5
3104,2019,5,19,265.8
3105,2019,5,20,176.5
3106,2019,5,21,224.8
3107,2019,5,22,343.5
3108,2019,5,23,240.7
3109,2019,5,24,0.3
3110,2019,5,25,103.9
3111,2019,5,26,22.7
3112,2019,5,27,78.4
3113,2019,5,28,106.3
3114,2019,5,29,309.6
3115,2019,5,30,502.9
3116,2019,5,31,371.3
3117,2019,6,1,260.8
3118,2019,6,2,140.6
3119,2019,6,3,395.2
3120,2019,6,4,184.5
3121,2019,6,5,356.1
3122,2019,6,6,471.1
3123,2019,6,7,342.5
3124,2019,6,8,399.6
3125,2019,6,9,402.3
3126,2019,6,10,488.5
3127,2019,6,11,379.8
3128,2019,6,12,224.1
3129,2019,6,13,75.4
3130,2019,6,14,0.5
3131,2019,6,15,240.2
3132,2019,6,16,511.1
3133,2019,6,17,357.4
3134,2019,6,18,539.6
3135,2019,6,19,423.2
3136,2019,6,20,364.3
3137,2019,6,21,451.9
3138,2019,6,22,368.5
3139,2019,6,23,387.7
3140,2019,6,24,514.0
3141,2019,6,25,197.7
3142,2019,6,26,47.5
3143,2019,6,27,97.8
3144,2019,6,28,517.5
3145,2019,6,29,162.6
3146,2019,6,30,221.3
3147,2019,7,1,418.4
3148,2019,7,2,81.5
3149,2019,7,3,111.8
3150,2019,7,4,305.0
3151,2019,7,5,152.3
3152,2019,7,6,51.8
3153,2019,7,7,37.8
3154,2019,7,8,46.4
3155,2019,7,9,6.4
1606,2019,7,10,309.0
1607,2019,7,11,33.5
1608,2019,7,12,196.3
1609,2019,7,13,219.3
1610,2019,7,14,320.7
1611,2019,7,15,200.7
1612,2019,7,16,41.5
1613,2019,7,17,284.8
1614,2019,7,18,452.5
1615,2019,7,19,400.1
1616,2019,7,20,380.4
1617,2019,7,21,461.6
1618,2019,7,22,159.6
1619,2019,7,23,224.0
1620,2019,7,24,399.5
1621,2019,7,25,422.4
1622,2019,7,26,412.2
1623,2019,7,27,418.6
1624,2019,7,28,275.8
1625,2019,7,29,155.3
1626,2019,7,30,119.0
1627,2019,7,31,283.6
1628,2019,8,1,331.2
1629,2019,8,2,255.8
1630,2019,8,3,194.9
1631,2019,8,4,166.9
1632,2019,8,5,253.9
1633,2019,8,6,139.3
1634,2019,8,7,91.9
1635,2019,8,8,131.8
1636,2019,8,9,88.6
1637,2019,8,10,318.2
1638,2019,8,11,18.0
1639,2019,8,12,48.7
1640,2019,8,13,171.3
1641,2019,8,14,217.6
1642,2019,8,15,203.2
1643,2019,8,16,143.7
1644,2019,8,17,159.7
1645,2019,8,18,135.6
1646,2019,8,19,54.0
1647,2019,8,20,249.1
1648,2019,8,21,59.8
1649,2019,8,22,261.8
1650,2019,8,23,31.4
1651,2019,8,24,343.8
1652,2019,8,25,309.6
1653,2019,8,26,59.2
1654,2019,8,27,271.3
1655,2019,8,28,347.9
1656,2019,8,29,341.4
1657,2019,8,30,36.7
1658,2019,8,31,223.6
1659,2019,9,1,360.9
1660,2019,9,2,198.3
1661,2019,9,3,155.4
1662,2019,9,4,154.3
1663,2019,9,5,28.8
1664,2019,9,6,177.9
1665,2019,9,7,44.1
1666,2019,9,8,3.9
1667,2019,9,9,36.7
1668,2019,9,10,215.0
1669,2019,9,11,56.4
1670,2019,9,12,54.5
1671,2019,9,13,32.9
1672,2019,9,14,196.1
1673,2019,9,15,34.9
1674,2019,9,16,95.0
1675,2019,9,17,23.8
1676,2019,9,18,194.4
1677,2019,9,19,185.0
1678,2019,9,20,177.8
1679,2019,9,21,2.0
1680,2019,9,22,258.9
1681,2019,9,23,194.4
1682,2019,9,24,82.2
1683,2019,9,25,0.5
1684,2019,9,26,191.7
1685,2019,9,27,100.7
1686,2019,9,28,220.7
1687,2019,9,29,37.5
1688,2019,9,30,1.9
1689,2019,10,1,126.1
1690,2019,10,2,51.0
1691,2019,10,3,-0.1
1692,2019,10,4,27.6
1693,2019,10,5,93.0
1694,2019,10,6,19.4
1695,2019,10,7,48.7
1696,2019,10,8,1.1
1697,2019,10,9,18.9
1698,2019,10,10,2.2
1699,2019,10,11,10.5
1700,2019,10,12,23.2
1701,2019,10,13,94.8
1702,2019,10,14,0.2
1703,2019,10,15,88.4
1704,2019,10,16,-0.1
1705,2019,10,17,0.1
1706,2019,10,18,0.5
1707,2019,10,19,23.0
1708,2019,10,20,0.3
1709,2019,10,21,4.8
1710,2019,10,22,0.4
1711,2019,10,23,150.6
1712,2019,10,24,25.8
1713,2019,10,25,1.4
1714,2019,10,26,-0.1
1715,2019,10,27,0.2
1716,2019,10,28,2.5
1717,2019,10,29,95.8
1718,2019,10,30,192.1
1719,2019,10,31,34.6
1720,2019,11,1,153.3
1721,2019,11,2,0.2
1722,2019,11,3,0.5
1723,2019,11,4,8.3
1724,2019,11,5,0.2
1725,2019,11,6,24.2
1726,2019,11,7,0.2
1727,2019,11,8,0.4
1728,2019,11,9,0.2
511,2019,11,10,0.6
512,2019,11,11,0.7
513,2019,11,12,0.9
514,2019,11,13,0.8
515,2019,11,14,0.7
516,2019,11,15,66.0
517,2019,11,16,0.4
518,2019,11,17,0.2
519,2019,11,18,0.2
520,2019,11,19,0.0
521,2019,11,20,0.1
522,2019,11,21,0.0
523,2019,11,22,0.0
524,2019,11,23,2.8
525,2019,11,24,0.3
526,2019,11,25,0.5
527,2019,11,26,0.4
528,2019,11,27,0.7
529,2019,11,28,0.7
530,2019,11,29,0.5
531,2019,11,30,70.6
532,2019,12,1,48.5
533,2019,12,2,78.4
534,2019,12,3,79.8
535,2019,12,4,6.2
536,2019,12,5,0.1
537,2019,12,6,0.4
538,2019,12,7,0.5
539,2019,12,8,22.9
540,2019,12,9,12.5
541,2019,12,10,25.9
542,2019,12,11,1.3
543,2019,12,12,0.5
544,2019,12,13,0.3
545,2019,12,14,0.1
546,2019,12,15,0.9
547,2019,12,16,0.8
548,2019,12,17,15.1
549,2019,12,18,0.8
550,2019,12,19,52.3
551,2019,12,20,0.3
552,2019,12,21,0.2
553,2019,12,22,0.5
554,2019,12,23,0.3
555,2019,12,24,0.4
556,2019,12,25,1.0
557,2019,12,26,0.4
558,2019,12,27,27.6
559,2019,12,28,83.0
560,2019,12,29,0.8
561,2019,12,30,0.7
562,2019,12,31,6.5
563,2020,1,1,8.2
564,2020,1,2,15.1
565,2020,1,3,-0.1
566,2020,1,4,57.4
567,2020,1,5,83.3
568,2020,1,6,0.7
569,2020,1,7,0.7
570,2020,1,8,0.6
571,2020,1,9,88.3
572,2020,1,10,76.5
573,2020,1,11,27.6
574,2020,1,12,0.7
575,2020,1,13,4.9
576,2020,1,14,0.4
577,2020,1,15,0.7
578,2020,1,16,1.6
579,2020,1,17,0.1
580,2020,1,18,0.3
581,2020,1,19,4.5
582,2020,1,20,3.4
583,2020,1,21,64.7
584,2020,1,22,76.7
585,2020,1,23,52.0
586,2020,1,24,6.1
587,2020,1,25,95.3
588,2020,1,26,13.8
589,2020,1,27,0.5
590,2020,1,28,0.8
591,2020,1,29,0.6
592,2020,1,30,0.7
593,2020,1,31,0.7
594,2020,2,1,0.6
595,2020,2,2,3.5
596,2020,2,3,124.5
597,2020,2,4,186.0
598,2020,2,5,52.4
599,2020,2,6,194.6
600,2020,2,7,65.9
601,2020,2,8,0.6
602,2020,2,9,0.6
934,2020,2,10,0.5
935,2020,2,11,13.7
936,2020,2,12,9.9
937,2020,2,13,16.5
938,2020,2,14,51.3
939,2020,2,15,0.4
940,2020,2,16,0.7
941,2020,2,17,1.0
942,2020,2,18,1.1
943,2020,2,19,8.6
944,2020,2,20,8.9
945,2020,2,21,0.5
946,2020,2,22,0.7
947,2020,2,23,25.0
948,2020,2,24,190.0
949,2020,2,25,237.1
950,2020,2,26,23.9
951,2020,2,27,219.0
952,2020,2,28,272.8
953,2020,2,29,34.3
954,2020,3,1,0.7
955,2020,3,2,14.6
956,2020,3,3,0.3
957,2020,3,4,0.4
958,2020,3,5,3.5
959,2020,3,6,231.5
960,2020,3,7,4.7
961,2020,3,8,191.6
962,2020,3,9,1.0
963,2020,3,10,0.8
964,2020,3,11,0.9
965,2020,3,12,101.8
966,2020,3,13,71.7
967,2020,3,14,235.3
968,2020,3,15,206.7
969,2020,3,16,41.9
970,2020,3,17,63.9
971,2020,3,18,6.7
972,2020,3,19,237.9
973,2020,3,20,285.6
974,2020,3,21,142.8
975,2020,3,22,334.3
976,2020,3,23,142.8
977,2020,3,24,178.5
978,2020,3,25,246.0
979,2020,3,26,250.6
980,2020,3,27,120.5
981,2020,3,28,136.7
982,2020,3,29,304.7
983,2020,3,30,92.4
984,2020,3,31,153.7
985,2020,4,1,241.4
986,2020,4,2,77.5
987,2020,4,3,95.7
988,2020,4,4,300.9
989,2020,4,5,391.3
990,2020,4,6,148.9
991,2020,4,7,249.2
992,2020,4,8,323.7
993,2020,4,9,192.6
994,2020,4,10,301.8
995,2020,4,11,286.0
996,2020,4,12,0.1
997,2020,4,13,254.9
998,2020,4,14,82.3
999,2020,4,15,42.1
1000,2020,4,16,90.2
1001,2020,4,17,207.3
1002,2020,4,18,290.9
1003,2020,4,19,279.5
1004,2020,4,20,138.6
1005,2020,4,21,458.6
1006,2020,4,22,370.1
1007,2020,4,23,375.3
1008,2020,4,24,52.7
1009,2020,4,25,302.3
1010,2020,4,26,79.3
1011,2020,4,27,168.2
1012,2020,4,28,9.3
1013,2020,4,29,83.5
1014,2020,4,30,288.0
1015,2020,5,1,240.4
1016,2020,5,2,129.0
1017,2020,5,3,262.6
1018,2020,5,4,2.0
1019,2020,5,5,455.2
1020,2020,5,6,267.8
1021,2020,5,7,369.2
1022,2020,5,8,347.7
1023,2020,5,9,516.6
1024,2020,5,10,433.0
1025,2020,5,11,10.7
1026,2020,5,12,162.5
1027,2020,5,13,125.6
1028,2020,5,14,290.7
1029,2020,5,15,177.5
1030,2020,5,16,40.2
1031,2020,5,17,258.9
1032,2020,5,18,319.2
1033,2020,5,19,278.0
1034,2020,5,20,297.8
1035,2020,5,21,395.5
1036,2020,5,22,536.5
1037,2020,5,23,488.7
1038,2020,5,24,67.5
1039,2020,5,25,103.4
1040,2020,5,26,451.9
1041,2020,5,27,367.5
1042,2020,5,28,80.0
1043,2020,5,29,320.2
1044,2020,5,30,489.7
1045,2020,5,31,507.0
1046,2020,6,1,142.5
1047,2020,6,2,529.0
1048,2020,6,3,547.5
1049,2020,6,4,57.0
1050,2020,6,5,113.0
1051,2020,6,6,153.5
1052,2020,6,7,378.6
1053,2020,6,8,63.5
1054,2020,6,9,37.0
1330,2020,6,10,276.3
1331,2020,6,11,454.5
1332,2020,6,12,556.8
1333,2020,6,13,513.1
1334,2020,6,14,568.9
1335,2020,6,15,355.6
1336,2020,6,16,81.5
1337,2020,6,17,383.9
1338,2020,6,18,216.4
1339,2020,6,19,515.9
1340,2020,6,20,493.3
1341,2020,6,21,551.0
1342,2020,6,22,578.8
1343,2020,6,23,540.2
1344,2020,6,24,477.8
1345,2020,6,25,511.8
1346,2020,6,26,494.5
1347,2020,6,27,493.2
1348,2020,6,28,431.9
1349,2020,6,29,190.2
1350,2020,6,30,51.4
1351,2020,7,1,84.0
1352,2020,7,2,200.6
1353,2020,7,3,427.0
1354,2020,7,4,29.8
1355,2020,7,5,18.4
1356,2020,7,6,363.6
1357,2020,7,7,130.7
1358,2020,7,8,244.9
1359,2020,7,9,363.7
1360,2020,7,10,432.8
1361,2020,7,11,8.6
1362,2020,7,12,537.0
1363,2020,7,13,216.4
1364,2020,7,14,429.0
1365,2020,7,15,437.7
1366,2020,7,16,293.6
1367,2020,7,17,395.3
1368,2020,7,18,504.8
1369,2020,7,19,329.3
1370,2020,7,20,41.5
1371,2020,7,21,306.6
1372,2020,7,22,215.2
1373,2020,7,23,68.8
1374,2020,7,24,42.1
1375,2020,7,25,218.1
1376,2020,7,26,488.3
1377,2020,7,27,388.2
1378,2020,7,28,4.4
1379,2020,7,29,108.7
1380,2020,7,30,216.1
1381,2020,7,31,317.9
1382,2020,8,1,349.4
1383,2020,8,2,228.6
1384,2020,8,3,176.5
1385,2020,8,4,2.5
1386,2020,8,5,281.7
1387,2020,8,6,17.0
1388,2020,8,7,255.5
1389,2020,8,8,436.7
1390,2020,8,9,323.6
1391,2020,8,10,405.8
1392,2020,8,11,249.7
1393,2020,8,12,52.4
1394,2020,8,13,161.1
1395,2020,8,14,177.5
1396,2020,8,15,267.7
1397,2020,8,16,426.1
1398,2020,8,17,440.5
1399,2020,8,18,425.8
1400,2020,8,19,363.7
1401,2020,8,20,383.7
1402,2020,8,21,377.2
1403,2020,8,22,0.2
1404,2020,8,23,256.0
1405,2020,8,24,149.8
1406,2020,8,25,124.4
1407,2020,8,26,209.9
1408,2020,8,27,279.5
1409,2020,8,28,264.1
1410,2020,8,29,200.3
1411,2020,8,30,0.3
1412,2020,8,31,0.8
1413,2020,9,1,364.2
1414,2020,9,2,127.4
1415,2020,9,3,8.1
1416,2020,9,4,32.3
1417,2020,9,5,38.3
1418,2020,9,6,95.6
1419,2020,9,7,282.2
1420,2020,9,8,11.0
1421,2020,9,9,98.7
1821,2020,9,10,197
1822,2020,9,11,146.1
1823,2020,9,12,0.3
1824,2020,9,13,340.4
1825,2020,9,14,267.1
1826,2020,9,15,126.5
1827,2020,9,16,3.1
1828,2020,9,17,5
1829,2020,9,18,178.3
1830,2020,9,19,247.4
1831,2020,9,20,146.4
1832,2020,9,21,77.7
1833,2020,9,22,41.4
1834,2020,9,23,160.3
1835,2020,9,24,181.9
1836,2020,9,25,25.2
1837,2020,9,26,121.6
1838,2020,9,27,219.2
1839,2020,9,28,173.4
1840,2020,9,29,0.1
1841,2020,9,30,91.2
1842,2020,10,1,91.5
1843,2020,10,2,107
1844,2020,10,3,31.4
1845,2020,10,4,-0.1
1846,2020,10,5,273.2
1847,2020,10,6,16.2
1848,2020,10,7,30.3
1849,2020,10,8,38
1850,2020,10,9,1.5
1851,2020,10,10,98.8
1852,2020,10,11,87.1
1853,2020,10,12,58.2
1854,2020,10,13,42.6
1855,2020,10,14,53
1856,2020,10,15,144.6
1857,2020,10,16,145.6
1858,2020,10,17,74
1859,2020,10,18,54.9
1860,2020,10,19,33.2
1861,2020,10,20,-
1862,2020,10,21,-
1863,2020,10,22,0.1
1864,2020,10,23,15.9
1865,2020,10,24,50.3
1866,2020,10,25,0.5
1867,2020,10,26,0.2
1868,2020,10,27,0.1
1869,2020,10,28,10.9
1870,2020,10,29,8.6
1871,2020,10,30,0.3
1872,2020,10,31,0.3
1873,2020,11,1,0.2
1874,2020,11,2,0.2
1875,2020,11,3,54.8
1876,2020,11,4,5.9
1877,2020,11,5,9
1878,2020,11,6,110.3
1879,2020,11,7,124.9
1880,2020,11,8,165.6
1881,2020,11,9,87.6
1882,2020,11,10,52
1883,2020,11,11,0.5
1884,2020,11,12,21.1
1885,2020,11,13,0
1886,2020,11,14,0.2
1887,2020,11,15,5.7
1888,2020,11,16,0.1
1889,2020,11,17,0.1
1890,2020,11,18,38.3
1891,2020,11,19,0.1
1892,2020,11,20,42.8
1893,2020,11,21,6.2
1894,2020,11,22,46.5
1895,2020,11,23,90.6
1896,2020,11,24,44.2
1897,2020,11,25,0.5
1898,2020,11,26,0.1
1899,2020,11,27,0.3
1900,2020,11,28,0.6
1901,2020,11,29,0.1
1902,2020,11,30,0.3
1903,2020,12,1,0.5
1904,2020,12,2,0.8
1905,2020,12,3,0.2
1906,2020,12,4,0.1
1907,2020,12,5,0.1
1908,2020,12,6,0.2
1909,2020,12,7,79.3
1910,2020,12,8,44
1911,2020,12,9,6.2
1912,2020,12,10,0.2
1913,2020,12,11,0.1
1914,2020,12,12,0
1915,2020,12,13,0.3
1916,2020,12,14,0.4
1917,2020,12,15,0.3
1918,2020,12,16,0.3
1919,2020,12,17,0.6
1920,2020,12,18,0.2
1921,2020,12,19,0.4
1922,2020,12,20,0.1
1923,2020,12,21,0.3
1924,2020,12,22,0.2
1925,2020,12,23,0.2
1926,2020,12,24,0.4
1927,2020,12,25,0.2
1928,2020,12,26,0.5
1929,2020,12,27,0.3
1930,2020,12,28,0.1
1931,2020,12,29,-0.1
1932,2020,12,30,0.2
1933,2020,12,31,0.4
1934,2021,1,1,0.6
1935,2021,1,2,0.3
1936,2021,1,3,0.5
1937,2021,1,4,0.4
1938,2021,1,5,0.3
1939,2021,1,6,0.4
1940,2021,1,7,0.1
1941,2021,1,8,0.2
1942,2021,1,9,75.2
421,2021,1,10,0.7
422,2021,1,11,0.1
423,2021,1,12,0.0
424,2021,1,13,-0.1
425,2021,1,14,34.8
426,2021,1,15,92.5
427,2021,1,16,80.9
428,2021,1,17,3.3
429,2021,1,18,1.6
430,2021,1,19,0.4
431,2021,1,20,23.8
432,2021,1,21,0.2
433,2021,1,22,0.4
434,2021,1,23,0.3
435,2021,1,24,0.2
436,2021,1,25,0.3
437,2021,1,26,0.2
438,2021,1,27,0.5
439,2021,1,28,0.7
440,2021,1,29,1.6
441,2021,1,30,1.0
442,2021,1,31,21.4
443,2021,2,1,6.3
444,2021,2,2,0.6
445,2021,2,3,108.1
446,2021,2,4,164.9
447,2021,2,5,167.7
448,2021,2,6,46.1
449,2021,2,7,3.4
450,2021,2,8,43.8
451,2021,2,9,0.7
452,2021,2,10,55.0
453,2021,2,11,208.4
454,2021,2,12,87.6
455,2021,2,13,1.4
456,2021,2,14,178.0
457,2021,2,15,147.9
458,2021,2,16,108.2
459,2021,2,17,234.3
460,2021,2,18,156.4
461,2021,2,19,2.4
462,2021,2,20,0.6
463,2021,2,21,0.5
464,2021,2,22,0.6
465,2021,2,23,0.6
466,2021,2,24,0.8
467,2021,2,25,0.5
468,2021,2,26,7.2
469,2021,2,27,277.0
470,2021,2,28,261.2
471,2021,3,1,8.1
472,2021,3,2,277.8
473,2021,3,3,191.5
474,2021,3,4,240.4
475,2021,3,5,282.9
476,2021,3,6,6.2
477,2021,3,7,24.4
478,2021,3,8,255.7
479,2021,3,9,0.2
480,2021,3,10,284.2
481,2021,3,11,2.4
482,2021,3,12,0.3
483,2021,3,13,0.9
484,2021,3,14,0.7
485,2021,3,15,0.6
486,2021,3,16,11.1
487,2021,3,17,3.7
488,2021,3,18,156.6
489,2021,3,19,244.4
490,2021,3,20,0.6
491,2021,3,21,99.2
492,2021,3,22,360.5
493,2021,3,23,130.2
494,2021,3,24,72.7
495,2021,3,25,237.5
496,2021,3,26,165.7
497,2021,3,27,158.3
498,2021,3,28,92.6
499,2021,3,29,0.2
500,2021,3,30,25.6
501,2021,3,31,69.8
502,2021,4,1,365.3
503,2021,4,2,61.7
504,2021,4,3,160.7
505,2021,4,4,157.0
506,2021,4,5,2.6
507,2021,4,6,149.1
508,2021,4,7,45.5
509,2021,4,8,361.6
510,2021,4,9,0.8
1147,2021,4,10,71.0
1148,2021,4,11,332.0
1149,2021,4,12,54.1
1150,2021,4,13,26.6
1151,2021,4,14,217.4
1152,2021,4,15,371.0
1153,2021,4,16,378.5
1154,2021,4,17,422.8
1155,2021,4,18,433.9
1156,2021,4,19,433.6
1157,2021,4,20,326.5
1158,2021,4,21,389.1
1159,2021,4,22,265.1
1160,2021,4,23,0.7
1161,2021,4,24,5.0
1162,2021,4,25,17.3
1163,2021,4,26,0.6
1164,2021,4,27,5.2
1165,2021,4,28,161.3
1166,2021,4,29,259.5
1167,2021,4,30,339.0
1168,2021,5,1,131.9
1169,2021,5,2,331.7
1170,2021,5,3,54.9
1171,2021,5,4,133.9
1172,2021,5,5,8.8
1173,2021,5,6,7.7
1174,2021,5,7,66.6
1175,2021,5,8,77.1
1176,2021,5,9,213.4
1177,2021,5,10,69.8
1178,2021,5,11,437.9
1179,2021,5,12,468.6
1180,2021,5,13,291.3
1181,2021,5,14,226.6
1182,2021,5,15,108.8
1183,2021,5,16,457.3
1184,2021,5,17,116.6
1185,2021,5,18,15.0
1186,2021,5,19,1.5
1187,2021,5,20,2.1
1188,2021,5,21,14.9
1189,2021,5,22,367.0
1190,2021,5,23,54.2
1191,2021,5,24,345.0
1192,2021,5,25,263.9
1193,2021,5,26,0.1
1194,2021,5,27,22.0
1195,2021,5,28,420.6
1196,2021,5,29,486.1
1197,2021,5,30,556.7
1198,2021,5,31,135.7
1199,2021,6,1,485.6
1200,2021,6,2,482.2
1201,2021,6,3,324.5
1202,2021,6,4,476.6
1203,2021,6,5,424.7
1204,2021,6,6,226.6
1205,2021,6,7,292.5
1206,2021,6,8,330.6
1207,2021,6,9,432.7
1208,2021,6,10,505.4
1209,2021,6,11,496.3
1210,2021,6,12,149.2
1211,2021,6,13,176.8
1212,2021,6,14,379.9
1213,2021,6,15,412.1
1214,2021,6,16,480.0
1215,2021,6,17,407.2
1216,2021,6,18,472.7
1217,2021,6,19,461.8
1218,2021,6,20,379.5
1219,2021,6,21,340.7
1220,2021,6,22,314.3
1221,2021,6,23,193.0
1222,2021,6,24,84.1
1223,2021,6,25,145.8
1224,2021,6,26,414.2
1225,2021,6,27,196.4
1226,2021,6,28,420.8
1227,2021,6,29,537.1
1228,2021,6,30,228.6
1229,2021,7,1,284.6
1230,2021,7,2,393.4
1231,2021,7,3,539.4
1232,2021,7,4,542.9
1233,2021,7,5,419.2
1234,2021,7,6,113.1
1235,2021,7,7,238.9
1236,2021,7,8,99.3
1237,2021,7,9,122.1
1238,2021,7,10,300.2
1239,2021,7,11,455.5
1240,2021,7,12,421.8
1241,2021,7,13,363.6
1242,2021,7,14,430.5
1243,2021,7,15,362.6
1244,2021,7,16,274.7
1245,2021,7,17,452.9
1246,2021,7,18,320.6
1247,2021,7,19,335.5
1248,2021,7,20,137.0
1249,2021,7,21,362.8
1250,2021,7,22,255.3
1251,2021,7,23,231.1
1252,2021,7,24,388.8
1253,2021,7,25,434.6
1254,2021,7,26,429.9
1255,2021,7,27,410.6
1256,2021,7,28,70.3
1257,2021,7,29,309.7
1258,2021,7,30,101.5
1259,2021,7,31,150.6
1260,2021,8,1,275.0
1261,2021,8,2,139.5
1262,2021,8,3,81.4
1263,2021,8,4,247.4
1264,2021,8,5,425.5
1265,2021,8,6,446.2
1266,2021,8,7,46.2
1267,2021,8,8,76.1
1268,2021,8,9,64.4
1729,2021,8,10,177.6
1730,2021,8,11,145.8
1731,2021,8,12,78.9
1732,2021,8,13,327.7
1733,2021,8,14,166.1
1734,2021,8,15,131.4
1735,2021,8,16,207.4
1736,2021,8,17,18.1
1737,2021,8,18,34.9
1738,2021,8,19,71.2
1739,2021,8,20,259.2
1740,2021,8,21,137.3
1741,2021,8,22,106.3
1742,2021,8,23,91.4
1743,2021,8,24,112.3
1744,2021,8,25,-0.1
1745,2021,8,26,0.5
1746,2021,8,27,0.2
1747,2021,8,28,83.9
1748,2021,8,29,118.1
1749,2021,8,30,324.2
1750,2021,8,31,337.7
1751,2021,9,1,256.0
1752,2021,9,2,199.9
1753,2021,9,3,201.3
1754,2021,9,4,258.6
1755,2021,9,5,107.4
1756,2021,9,6,87.8
1757,2021,9,7,34.7
1758,2021,9,8,27.3
1759,2021,9,9,141.1
1760,2021,9,10,319.1
1761,2021,9,11,1.4
1762,2021,9,12,0.2
1763,2021,9,13,213.8
1764,2021,9,14,209.7
1765,2021,9,15,114.9
1766,2021,9,16,78.9
1767,2021,9,17,68.1
1768,2021,9,18,35.4
1769,2021,9,19,43.1
1770,2021,9,20,87.1
1771,2021,9,21,28.8
1772,2021,9,22,185.4
1773,2021,9,23,13.9
1774,2021,9,24,0.0
1775,2021,9,25,24.2
1776,2021,9,26,327.7
1777,2021,9,27,303.2
1778,2021,9,28,14.5
1779,2021,9,29,0.1
1780,2021,9,30,7.6
1781,2021,10,1,0.3
1782,2021,10,2,86.0
1783,2021,10,3,180.5
1784,2021,10,4,77.7
1785,2021,10,5,0.2
1786,2021,10,6,78.0
1787,2021,10,7,25.9
1788,2021,10,8,4.3
1789,2021,10,9,0.8
1790,2021,10,10,0.4
1791,2021,10,11,25.9
1792,2021,10,12,19.5
1793,2021,10,13,18.5
1794,2021,10,14,117.2
1795,2021,10,15,-0.1
1796,2021,10,16,198.7
1797,2021,10,17,228.1
1798,2021,10,18,74.0
1799,2021,10,19,210.6
1800,2021,10,20,0.1
1801,2021,10,21,40.9
1802,2021,10,22,-0.1
1803,2021,10,23,3.5
1804,2021,10,24,37.1
1805,2021,10,25,7.9
1806,2021,10,26,0.2
1807,2021,10,27,3.0
1808,2021,10,28,20.6
1809,2021,10,29,0.1
1810,2021,10,30,0.5
1811,2021,10,31,2.3
1812,2021,11,1,38.3
1813,2021,11,2,99.8
1814,2021,11,3,-0.1
1815,2021,11,4,21.2
1816,2021,11,5,0.0
1817,2021,11,6,47.4
1818,2021,11,7,0.1
1819,2021,11,8,75.9
1820,2021,11,9,35.6
603,2021,11,10,0.2
604,2021,11,11,79.8
605,2021,11,12,13.0
606,2021,11,13,2.7
607,2021,11,14,156.5
608,2021,11,15,5.4
609,2021,11,16,0.0
610,2021,11,17,0.0
611,2021,11,18,3.6
612,2021,11,19,0.6
613,2021,11,20,39.8
614,2021,11,21,3.2
615,2021,11,22,95.7
616,2021,11,23,0.6
617,2021,11,24,47.2
618,2021,11,25,0.9
619,2021,11,26,37.8
620,2021,11,27,25.9
621,2021,11,28,1.0
622,2021,11,29,0.9
623,2021,11,30,65.7
624,2021,12,1,11.9
625,2021,12,2,11.1
626,2021,12,3,-0.5
627,2021,12,4,-1.0
628,2021,12,5,93.3
629,2021,12,6,1.0
630,2021,12,7,46.7
631,2021,12,8,33.0
632,2021,12,9,0.5
633,2021,12,10,0.1
634,2021,12,11,0.0
635,2021,12,12,0.8
636,2021,12,13,0.5
637,2021,12,14,0.3
638,2021,12,15,0.4
639,2021,12,16,15.8
640,2021,12,17,80.6
641,2021,12,18,0.5
642,2021,12,19,-0.4
643,2021,12,20,61.7
644,2021,12,21,77.0
645,2021,12,22,-0.6
646,2021,12,23,0.6
647,2021,12,24,32.2
648,2021,12,25,2.2
649,2021,12,26,62.6
650,2021,12,27,48.6
651,2021,12,28,0.0
652,2021,12,29,-0.3
653,2021,12,30,0.6
654,2021,12,31,3.6
655,2022,1,1,99.5
656,2022,1,2,0.6
657,2022,1,3,0.2
658,2022,1,4,0.4
659,2022,1,5,2.8
660,2022,1,6,0.9
661,2022,1,7,1.2
662,2022,1,8,0.6
663,2022,1,9,0.2
664,2022,1,10,116.7
665,2022,1,11,1.3
666,2022,1,12,0.5
667,2022,1,13,74.5
668,2022,1,14,28.6
669,2022,1,15,117.0
670,2022,1,16,1.8
671,2022,1,17,84.0
672,2022,1,18,12.4
673,2022,1,19,0.5
674,2022,1,20,0.0
675,2022,1,21,0.2
676,2022,1,22,46.9
677,2022,1,23,0.8
678,2022,1,24,0.3
679,2022,1,25,144.3
680,2022,1,26,0.6
681,2022,1,27,0.4
682,2022,1,28,0.3
683,2022,1,29,0.6
684,2022,1,30,0.1
685,2022,1,31,0.4
686,2022,2,1,0.8
687,2022,2,2,1.0
688,2022,2,3,21.8
689,2022,2,4,1.1
690,2022,2,5,0.2
691,2022,2,6,0.3
692,2022,2,7,0.6
693,2022,2,8,0.9
694,2022,2,9,54.0
695,2022,2,10,89.5
696,2022,2,11,181.9
697,2022,2,12,123.4
698,2022,2,13,0.3
699,2022,2,14,0.3
700,2022,2,15,0.5
701,2022,2,16,6.9
702,2022,2,17,0.1
703,2022,2,18,20.0
704,2022,2,19,0.3
705,2022,2,20,45.2
706,2022,2,21,1.0
707,2022,2,22,0.2
708,2022,2,23,1.4
709,2022,2,24,0.5
710,2022,2,25,0.1
711,2022,2,26,280.2
712,2022,2,27,185.2
